Order,Company,Index,File/Directory,Number,Percent,PercentAll
By number of commits to file,Red Hat,2,pkg/client/clientset_generated/internalclientset,136,3.432,0.875
By number of commits to file,Red Hat,2,plugin,130,3.28,0.836
By number of commits to file,Red Hat,2,pkg/client/clientset_generated/internalclientset/typed,128,3.23,0.823
By number of commits to file,Red Hat,2,plugin/pkg,125,3.154,0.804
By number of commits to file,Red Hat,2,test/integration,122,3.078,0.785
By number of commits to file,Red Hat,2,pkg/volume,120,3.028,0.772
All By number of commits to file,Self,3,"",393,2.528,2.528
By number of commits to file,Self,3,pkg,178,45.293,1.145
By number of commits to file,Self,3,cluster,54,13.74,0.347
By number of commits to file,Self,3,pkg/kubelet,50,12.723,0.322
By number of commits to file,Self,3,cmd,48,12.214,0.309
By number of commits to file,Self,3,pkg/cloudprovider,31,7.888,0.199
By number of commits to file,Self,3,cmd/kubeadm,31,7.888,0.199
By number of commits to file,Self,3,cmd/kubeadm/app,30,7.634,0.193
By number of commits to file,Self,3,pkg/cloudprovider/providers,30,7.634,0.193
By number of commits to file,Self,3,docs,27,6.87,0.174
By number of commits to file,Self,3,docs/proposals,25,6.361,0.161
By number of commits to file,Self,3,pkg/kubeadm,25,6.361,0.161
By number of commits to file,Self,3,cluster/gce,22,5.598,0.142
By number of commits to file,Self,3,federation,21,5.344,0.135
By number of commits to file,Self,3,pkg/volume,20,5.089,0.129
By number of commits to file,Self,3,examples,19,4.835,0.122
By number of commits to file,Self,3,federation/pkg,17,4.326,0.109
By number of commits to file,Self,3,pkg/controller,15,3.817,0.097
By number of commits to file,Self,3,hack,14,3.562,0.09
By number of commits to file,Self,3,cluster/saltbase/salt,13,3.308,0.084
By number of commits to file,Self,3,pkg/cloudprovider/providers/aws,13,3.308,0.084
By number of commits to file,Self,3,cluster/saltbase,13,3.308,0.084
By number of commits to file,Self,3,pkg/kubeadm/master,10,2.545,0.064
By number of commits to file,Self,3,federation/pkg/dnsprovider,10,2.545,0.064
By number of commits to file,Self,3,test,10,2.545,0.064
By number of commits to file,Self,3,cmd/kubeadm/app/cmd,9,2.29,0.058
All By number of commits to file,Mirantis,4,"",249,1.602,1.602
By number of commits to file,Mirantis,4,pkg,143,57.43,0.92
By number of commits to file,Mirantis,4,pkg/kubectl,64,25.703,0.412
By number of commits to file,Mirantis,4,pkg/kubectl/cmd,55,22.088,0.354
By number of commits to file,Mirantis,4,pkg/volume,18,7.229,0.116
By number of commits to file,Mirantis,4,test,18,7.229,0.116
By number of commits to file,Mirantis,4,federation,18,7.229,0.116
By number of commits to file,Mirantis,4,hack,17,6.827,0.109
By number of commits to file,Mirantis,4,test/e2e,15,6.024,0.097
By number of commits to file,Mirantis,4,pkg/controller,14,5.622,0.09
By number of commits to file,Mirantis,4,federation/pkg,13,5.221,0.084
By number of commits to file,Mirantis,4,plugin/pkg,13,5.221,0.084
By number of commits to file,Mirantis,4,cluster,11,4.418,0.071
By number of commits to file,Mirantis,4,docs,9,3.614,0.058
By number of commits to file,Mirantis,4,pkg/kubeadm,9,3.614,0.058
By number of commits to file,Mirantis,4,pkg/genericapiserver,8,3.213,0.051
By number of commits to file,Mirantis,4,federation/pkg/federation-controller,7,2.811,0.045
By number of commits to file,Mirantis,4,cmd,7,2.811,0.045
By number of commits to file,Mirantis,4,api,7,2.811,0.045
By number of commits to file,Mirantis,4,pkg/controller/petset,7,2.811,0.045
By number of commits to file,Mirantis,4,federation/pkg/dnsprovider,6,2.41,0.039
By number of commits to file,Mirantis,4,cmd/kubeadm,6,2.41,0.039
By number of commits to file,Mirantis,4,pkg/kubelet,6,2.41,0.039
By number of commits to file,Mirantis,4,federation/pkg/dnsprovider/providers,6,2.41,0.039
By number of commits to file,Mirantis,4,plugin/pkg/scheduler,6,2.41,0.039
All By number of commits to file,Weaveworks,5,"",217,1.396,1.396
By number of commits to file,Weaveworks,5,pkg,99,45.622,0.637
By number of commits to file,Weaveworks,5,cmd,86,39.631,0.553
By number of commits to file,Weaveworks,5,cmd/kubeadm,76,35.023,0.489
By number of commits to file,Weaveworks,5,cmd/kubeadm/app,71,32.719,0.457
By number of commits to file,Weaveworks,5,pkg/kubeadm,60,27.65,0.386
By number of commits to file,Weaveworks,5,cmd/kubeadm/app/master,32,14.747,0.206
By number of commits to file,Weaveworks,5,pkg/kubeadm/master,24,11.06,0.154
By number of commits to file,Weaveworks,5,pkg/apis,15,6.912,0.097
By number of commits to file,Weaveworks,5,pkg/kubeadm/cmd,15,6.912,0.097
By number of commits to file,Weaveworks,5,api,13,5.991,0.084
By number of commits to file,Weaveworks,5,api/swagger-spec,11,5.069,0.071
By number of commits to file,Weaveworks,5,cmd/kubeadm/app/cmd,10,4.608,0.064
By number of commits to file,Weaveworks,5,cmd/kubeadm/app/node,8,3.687,0.051
By number of commits to file,Weaveworks,5,cmd/kubeadm/app/master/manifests.go,8,3.687,0.051
By number of commits to file,Weaveworks,5,hack,8,3.687,0.051
By number of commits to file,Weaveworks,5,cmd/kubelet/app,7,3.226,0.045
By number of commits to file,Weaveworks,5,pkg/kubeadm/util,7,3.226,0.045
By number of commits to file,Weaveworks,5,cmd/kubeadm/app/kubeadm.go,6,2.765,0.039
By number of commits to file,Weaveworks,5,pkg/apis/componentconfig,6,2.765,0.039
By number of commits to file,Weaveworks,5,pkg/util,6,2.765,0.039
By number of commits to file,Weaveworks,5,cmd/kubeadm/app/master/discovery.go,6,2.765,0.039
By number of commits to file,Weaveworks,5,pkg/kubeadm/node,6,2.765,0.039
By number of commits to file,Weaveworks,5,cmd/kubeadm/app/apis/kubeadm,5,2.304,0.032
By number of commits to file,Weaveworks,5,pkg/util/cert,5,2.304,0.032
All By number of commits to file,CoreOS,6,"",170,1.094,1.094
By number of commits to file,CoreOS,6,pkg,121,71.176,0.778
By number of commits to file,CoreOS,6,pkg/registry,43,25.294,0.277
By number of commits to file,CoreOS,6,pkg/kubelet,41,24.118,0.264
By number of commits to file,CoreOS,6,pkg/storage,25,14.706,0.161
By number of commits to file,CoreOS,6,cluster,17,10.0,0.109
By number of commits to file,CoreOS,6,pkg/registry/core,16,9.412,0.103
By number of commits to file,CoreOS,6,pkg/storage/etcd3,12,7.059,0.077
By number of commits to file,CoreOS,6,pkg/kubelet/rkt,11,6.471,0.071
By number of commits to file,CoreOS,6,pkg/kubelet/api/v1alpha1/runtime,10,5.882,0.064
By number of commits to file,CoreOS,6,docs,8,4.706,0.051
By number of commits to file,CoreOS,6,pkg/registry/extensions,8,4.706,0.051
By number of commits to file,CoreOS,6,pkg/kubelet/kuberuntime,7,4.118,0.045
By number of commits to file,CoreOS,6,cluster/aws,7,4.118,0.045
By number of commits to file,CoreOS,6,cluster/gce,6,3.529,0.039
By number of commits to file,CoreOS,6,pkg/registry/generic,6,3.529,0.039
By number of commits to file,CoreOS,6,pkg/kubelet/rkt/rkt.go,5,2.941,0.032
By number of commits to file,CoreOS,6,pkg/storage/etcd3/watcher.go,5,2.941,0.032
By number of commits to file,CoreOS,6,plugin,5,2.941,0.032
By number of commits to file,CoreOS,6,pkg/kubelet/api/v1alpha1/runtime/api.pb.go,5,2.941,0.032
By number of commits to file,CoreOS,6,pkg/kubelet/api/v1alpha1/runtime/api.proto,5,2.941,0.032
By number of commits to file,CoreOS,6,pkg/registry/generic/registry,5,2.941,0.032
By number of commits to file,CoreOS,6,federation,5,2.941,0.032
By number of commits to file,CoreOS,6,pkg/storage/etcd,5,2.941,0.032
All By number of commits to file,Hyper.sh,7,"",138,0.888,0.888
By number of commits to file,Hyper.sh,7,pkg,115,83.333,0.74
By number of commits to file,Hyper.sh,7,pkg/kubelet,106,76.812,0.682
By number of commits to file,Hyper.sh,7,pkg/kubelet/kuberuntime,38,27.536,0.244
By number of commits to file,Hyper.sh,7,pkg/kubelet/dockershim,25,18.116,0.161
By number of commits to file,Hyper.sh,7,pkg/kubelet/api,22,15.942,0.142
By number of commits to file,Hyper.sh,7,pkg/kubelet/api/v1alpha1/runtime,16,11.594,0.103
By number of commits to file,Hyper.sh,7,plugin/pkg/scheduler,13,9.42,0.084
By number of commits to file,Hyper.sh,7,pkg/kubelet/kuberuntime/kuberuntime_manager.go,9,6.522,0.058
By number of commits to file,Hyper.sh,7,pkg/kubelet/api/v1alpha1/runtime/api.proto,8,5.797,0.051
By number of commits to file,Hyper.sh,7,pkg/kubelet/api/v1alpha1/runtime/api.pb.go,8,5.797,0.051
By number of commits to file,Hyper.sh,7,pkg/kubelet/kuberuntime/kuberuntime_container.go,8,5.797,0.051
By number of commits to file,Hyper.sh,7,plugin/pkg/scheduler/algorithm,7,5.072,0.045
By number of commits to file,Hyper.sh,7,plugin/pkg/scheduler/algorithm/predicates,6,4.348,0.039
By number of commits to file,Hyper.sh,7,pkg/kubelet/kuberuntime/kuberuntime_manager_test.go,6,4.348,0.039
By number of commits to file,Hyper.sh,7,pkg/kubelet/dockershim/docker_sandbox.go,5,3.623,0.032
By number of commits to file,Hyper.sh,7,pkg/kubelet/api/testing,5,3.623,0.032
By number of commits to file,Hyper.sh,7,pkg/kubelet/dockertools,5,3.623,0.032
By number of commits to file,Hyper.sh,7,pkg/kubelet/api/testing/fake_runtime_service.go,5,3.623,0.032
By number of commits to file,Hyper.sh,7,pkg/kubelet/kubelet.go,4,2.899,0.026
By number of commits to file,Hyper.sh,7,pkg/kubectl/cmd,4,2.899,0.026
By number of commits to file,Hyper.sh,7,pkg/kubelet/dockershim/docker_container.go,4,2.899,0.026
All By number of commits to file,Apprenda,8,"",135,0.869,0.869
By number of commits to file,Apprenda,8,cmd,73,54.074,0.47
By number of commits to file,Apprenda,8,cmd/kubeadm,71,52.593,0.457
By number of commits to file,Apprenda,8,cmd/kubeadm/app,69,51.111,0.444
By number of commits to file,Apprenda,8,pkg,59,43.704,0.38
By number of commits to file,Apprenda,8,pkg/kubelet,22,16.296,0.142
By number of commits to file,Apprenda,8,pkg/proxy/winuserspace,19,14.074,0.122
By number of commits to file,Apprenda,8,cmd/kubeadm/app/util,16,11.852,0.103
By number of commits to file,Apprenda,8,cmd/kubeadm/app/master,16,11.852,0.103
By number of commits to file,Apprenda,8,pkg/kubelet/dockertools,12,8.889,0.077
By number of commits to file,Apprenda,8,cmd/kubeadm/app/apis/kubeadm,11,8.148,0.071
By number of commits to file,Apprenda,8,pkg/util,10,7.407,0.064
By number of commits to file,Apprenda,8,cmd/kubeadm/app/cmd,10,7.407,0.064
By number of commits to file,Apprenda,8,pkg/util/netsh,8,5.926,0.051
By number of commits to file,Apprenda,8,pkg/kubelet/cm,5,3.704,0.032
By number of commits to file,Apprenda,8,cmd/kubeadm/app/preflight,5,3.704,0.032
By number of commits to file,Apprenda,8,cmd/kubeadm/app/cmd/init.go,4,2.963,0.026
By number of commits to file,Apprenda,8,pkg/volume,4,2.963,0.026
By number of commits to file,Apprenda,8,cmd/kubeadm/app/cmd/join.go,4,2.963,0.026
By number of commits to file,Apprenda,8,pkg/kubelet/dockertools/docker_manager.go,4,2.963,0.026
By number of commits to file,Apprenda,8,cmd/kubeadm/app/node,4,2.963,0.026
By number of commits to file,Apprenda,8,cmd/kubeadm/app/util/tokens_test.go,4,2.963,0.026
By number of commits to file,Apprenda,8,cmd/kubeadm/app/master/manifests.go,4,2.963,0.026
By number of commits to file,Apprenda,8,cmd/kubeadm/app/apis/kubeadm/v1alpha1,4,2.963,0.026
All By number of commits to file,ZTE Corporation,9,"",109,0.701,0.701
By number of commits to file,ZTE Corporation,9,pkg,54,49.541,0.347
By number of commits to file,ZTE Corporation,9,pkg/kubectl,21,19.266,0.135
By number of commits to file,ZTE Corporation,9,pkg/kubectl/cmd,16,14.679,0.103
By number of commits to file,ZTE Corporation,9,docs,15,13.761,0.097
By number of commits to file,ZTE Corporation,9,cmd,14,12.844,0.09
By number of commits to file,ZTE Corporation,9,pkg/kubelet,12,11.009,0.077
By number of commits to file,ZTE Corporation,9,docs/proposals,7,6.422,0.045
By number of commits to file,ZTE Corporation,9,cluster,6,5.505,0.039
By number of commits to file,ZTE Corporation,9,cmd/kubeadm/app/cmd,6,5.505,0.039
By number of commits to file,ZTE Corporation,9,test,6,5.505,0.039
By number of commits to file,ZTE Corporation,9,cmd/kubeadm/app,6,5.505,0.039
By number of commits to file,ZTE Corporation,9,docs/design,6,5.505,0.039
By number of commits to file,ZTE Corporation,9,federation/pkg/federation-controller,5,4.587,0.032
By number of commits to file,ZTE Corporation,9,test/e2e,5,4.587,0.032
By number of commits to file,ZTE Corporation,9,federation/pkg/federation-controller/service,4,3.67,0.026
By number of commits to file,ZTE Corporation,9,pkg/kubectl/cmd/util,4,3.67,0.026
By number of commits to file,ZTE Corporation,9,pkg/credentialprovider,3,2.752,0.019
By number of commits to file,ZTE Corporation,9,pkg/controller,3,2.752,0.019
By number of commits to file,ZTE Corporation,9,test/e2e/kubectl.go,3,2.752,0.019
By number of commits to file,ZTE Corporation,9,cmd/kube-proxy/app,3,2.752,0.019
By number of commits to file,ZTE Corporation,9,pkg/volume,3,2.752,0.019
By number of commits to file,ZTE Corporation,9,cmd/kube-proxy,3,2.752,0.019
All By number of commits to file,IBM,10,"",87,0.56,0.56
By number of commits to file,IBM,10,pkg,38,43.678,0.244
By number of commits to file,IBM,10,pkg/kubectl,22,25.287,0.142
By number of commits to file,IBM,10,pkg/kubectl/cmd,16,18.391,0.103
By number of commits to file,IBM,10,examples,13,14.943,0.084
By number of commits to file,IBM,10,docs,10,11.494,0.064
By number of commits to file,IBM,10,test,9,10.345,0.058
By number of commits to file,IBM,10,pkg/kubectl/cmd/config,8,9.195,0.051
By number of commits to file,IBM,10,hack,6,6.897,0.039
By number of commits to file,IBM,10,pkg/api,5,5.747,0.032
By number of commits to file,IBM,10,docs/man/man1,5,5.747,0.032
By number of commits to file,IBM,10,test/e2e_node,4,4.598,0.026
By number of commits to file,IBM,10,examples/k8petstore,4,4.598,0.026
By number of commits to file,IBM,10,cluster,4,4.598,0.026
By number of commits to file,IBM,10,test/e2e,4,4.598,0.026
By number of commits to file,IBM,10,pkg/cloudprovider/providers,3,3.448,0.019
By number of commits to file,IBM,10,pkg/kubelet,3,3.448,0.019
By number of commits to file,IBM,10,cluster/ubuntu,3,3.448,0.019
By number of commits to file,IBM,10,examples/phabricator,2,2.299,0.013
By number of commits to file,IBM,10,contrib/mesos/pkg/queue/delay_test.go,2,2.299,0.013
By number of commits to file,IBM,10,docs/design,2,2.299,0.013
By number of commits to file,IBM,10,hack/make-rules/test-cmd.sh,2,2.299,0.013
By number of commits to file,IBM,10,pkg/kubectl/resource,2,2.299,0.013
By number of commits to file,IBM,10,contrib/mesos/pkg,2,2.299,0.013
All By number of commits to file,Huawei,11,"",80,0.515,0.515
By number of commits to file,Huawei,11,pkg,31,38.75,0.199
By number of commits to file,Huawei,11,test,27,33.75,0.174
By number of commits to file,Huawei,11,pkg/controller,24,30.0,0.154
By number of commits to file,Huawei,11,test/e2e,22,27.5,0.142
By number of commits to file,Huawei,11,pkg/controller/petset,15,18.75,0.097
By number of commits to file,Huawei,11,federation,13,16.25,0.084
By number of commits to file,Huawei,11,federation/pkg,12,15.0,0.077
By number of commits to file,Huawei,11,federation/pkg/federation-controller,10,12.5,0.064
By number of commits to file,Huawei,11,federation/pkg/federation-controller/service,6,7.5,0.039
By number of commits to file,Huawei,11,test/e2e/cluster_upgrade.go,6,7.5,0.039
By number of commits to file,Huawei,11,test/images/serve_hostname,5,6.25,0.032
By number of commits to file,Huawei,11,cluster,5,6.25,0.032
By number of commits to file,Huawei,11,test/images,5,6.25,0.032
By number of commits to file,Huawei,11,test/e2e/kubectl.go,5,6.25,0.032
By number of commits to file,Huawei,11,pkg/controller/petset/pet.go,4,5.0,0.026
By number of commits to file,Huawei,11,federation/pkg/federation-controller/replicaset,4,5.0,0.026
By number of commits to file,Huawei,11,cluster/openstack-heat,4,5.0,0.026
By number of commits to file,Huawei,11,pkg/kubectl,3,3.75,0.019
By number of commits to file,Huawei,11,test/e2e/framework,3,3.75,0.019
By number of commits to file,Huawei,11,pkg/controller/petset/fakes.go,3,3.75,0.019
By number of commits to file,Huawei,11,pkg/apis/apps,2,2.5,0.013
By number of commits to file,Huawei,11,pkg/controller/endpoint/endpoints_controller.go,2,2.5,0.013
By number of commits to file,Huawei,11,pkg/controller/replicaset,2,2.5,0.013
By number of commits to file,Huawei,11,pkg/controller/job,2,2.5,0.013
By number of commits to file,Huawei,11,test/images/serve_hostname/README.md,2,2.5,0.013
All By number of commits to file,Net EASE 网易有态度,12,"",76,0.489,0.489
By number of commits to file,Net EASE 网易有态度,12,pkg,69,90.789,0.444
By number of commits to file,Net EASE 网易有态度,12,pkg/kubectl,61,80.263,0.392
By number of commits to file,Net EASE 网易有态度,12,pkg/kubectl/cmd,59,77.632,0.38
By number of commits to file,Net EASE 网易有态度,12,pkg/kubectl/cmd/rollout,7,9.211,0.045
By number of commits to file,Net EASE 网易有态度,12,pkg/kubectl/cmd/util,4,5.263,0.026
By number of commits to file,Net EASE 网易有态度,12,pkg/controller,3,3.947,0.019
By number of commits to file,Net EASE 网易有态度,12,pkg/apis,3,3.947,0.019
By number of commits to file,Net EASE 网易有态度,12,pkg/kubectl/cmd/rollout/rollout_undo.go,2,2.632,0.013
By number of commits to file,Net EASE 网易有态度,12,pkg/apis/autoscaling,2,2.632,0.013
By number of commits to file,Net EASE 网易有态度,12,pkg/kubectl/cmd/get.go,2,2.632,0.013
By number of commits to file,Net EASE 网易有态度,12,pkg/kubectl/cmd/set,2,2.632,0.013
By number of commits to file,Net EASE 网易有态度,12,hack,2,2.632,0.013
By number of commits to file,Net EASE 网易有态度,12,pkg/util/yaml,2,2.632,0.013
By number of commits to file,Net EASE 网易有态度,12,pkg/kubectl/cmd/util/factory.go,2,2.632,0.013
By number of commits to file,Net EASE 网易有态度,12,pkg/util,2,2.632,0.013
By number of commits to file,Net EASE 网易有态度,12,pkg/controller/podautoscaler,2,2.632,0.013
By number of commits to file,Net EASE 网易有态度,12,pkg/apis/autoscaling/v1,2,2.632,0.013
By number of commits to file,Net EASE 网易有态度,12,hack/make-rules/test-cmd.sh,1,1.316,0.006
By number of commits to file,Net EASE 网易有态度,12,pkg/kubectl/rollback.go,1,1.316,0.006
By number of commits to file,Net EASE 网易有态度,12,cluster/images/hyperkube,1,1.316,0.006
By number of commits to file,Net EASE 网易有态度,12,pkg/controller/volume/attachdetach,1,1.316,0.006
By number of commits to file,Net EASE 网易有态度,12,pkg/controller/podautoscaler/horizontal_test.go,1,1.316,0.006
By number of commits to file,Net EASE 网易有态度,12,pkg/controller/podautoscaler/horizontal.go,1,1.316,0.006
By number of commits to file,Net EASE 网易有态度,12,plugin/pkg/scheduler/algorithm,1,1.316,0.006
By number of commits to file,Net EASE 网易有态度,12,pkg/apis/extensions/v1beta1,1,1.316,0.006
All By number of commits to file,VMware,13,"",67,0.431,0.431
By number of commits to file,VMware,13,pkg,31,46.269,0.199
By number of commits to file,VMware,13,cluster,14,20.896,0.09
By number of commits to file,VMware,13,pkg/volume,13,19.403,0.084
By number of commits to file,VMware,13,examples,11,16.418,0.071
By number of commits to file,VMware,13,cluster/vsphere,11,16.418,0.071
By number of commits to file,VMware,13,pkg/volume/photon_pd,11,16.418,0.071
By number of commits to file,VMware,13,pkg/cloudprovider/providers,11,16.418,0.071
By number of commits to file,VMware,13,examples/volumes/vsphere,9,13.433,0.058
By number of commits to file,VMware,13,api,5,7.463,0.032
By number of commits to file,VMware,13,pkg/cloudprovider/providers/photon,5,7.463,0.032
By number of commits to file,VMware,13,api/swagger-spec,5,7.463,0.032
By number of commits to file,VMware,13,pkg/cloudprovider/providers/vsphere,4,5.97,0.026
By number of commits to file,VMware,13,cmd,4,5.97,0.026
By number of commits to file,VMware,13,cluster/vsphere/templates,4,5.97,0.026
By number of commits to file,VMware,13,cluster/vsphere/util.sh,4,5.97,0.026
By number of commits to file,VMware,13,cluster/saltbase,3,4.478,0.019
By number of commits to file,VMware,13,pkg/api,3,4.478,0.019
By number of commits to file,VMware,13,cluster/saltbase/salt,3,4.478,0.019
By number of commits to file,VMware,13,pkg/cloudprovider/providers/vsphere/vsphere.go,3,4.478,0.019
By number of commits to file,VMware,13,pkg/volume/vsphere_volume,2,2.985,0.013
By number of commits to file,VMware,13,cluster/vsphere/config-default.sh,2,2.985,0.013
By number of commits to file,VMware,13,pkg/kubectl/describe.go,2,2.985,0.013
By number of commits to file,VMware,13,cluster/vsphere/templates/salt-master.sh,2,2.985,0.013
All By number of commits to file,Microsoft,14,"",45,0.29,0.29
By number of commits to file,Microsoft,14,pkg,28,62.222,0.18
By number of commits to file,Microsoft,14,pkg/cloudprovider/providers/azure,13,28.889,0.084
By number of commits to file,Microsoft,14,pkg/kubectl,9,20.0,0.058
By number of commits to file,Microsoft,14,pkg/kubectl/cmd,8,17.778,0.051
By number of commits to file,Microsoft,14,pkg/cloudprovider/providers/azure/azure_loadbalancer.go,5,11.111,0.032
By number of commits to file,Microsoft,14,pkg/cloudprovider/providers/azure/azure_test.go,4,8.889,0.026
By number of commits to file,Microsoft,14,docs,4,8.889,0.026
By number of commits to file,Microsoft,14,test,3,6.667,0.019
By number of commits to file,Microsoft,14,pkg/controller/namespace,3,6.667,0.019
By number of commits to file,Microsoft,14,test/e2e/cluster_size_autoscaling.go,2,4.444,0.013
By number of commits to file,Microsoft,14,cmd,2,4.444,0.013
By number of commits to file,Microsoft,14,cluster/images/hyperkube,2,4.444,0.013
By number of commits to file,Microsoft,14,pkg/api/validation,2,4.444,0.013
By number of commits to file,Microsoft,14,pkg/cloudprovider/providers/azure/azure_util.go,2,4.444,0.013
By number of commits to file,Microsoft,14,pkg/api,2,4.444,0.013
By number of commits to file,Microsoft,14,cluster/images/hyperkube/Dockerfile,2,4.444,0.013
By number of commits to file,Microsoft,14,docs/man/man1,1,2.222,0.006
By number of commits to file,Microsoft,14,docs/user-guide/kubectl,1,2.222,0.006
By number of commits to file,Microsoft,14,docs/yaml/kubectl,1,2.222,0.006
All By number of commits to file,Apache,15,"",43,0.277,0.277
By number of commits to file,Apache,15,plugin/pkg/scheduler,21,48.837,0.135
By number of commits to file,Apache,15,test,17,39.535,0.109
By number of commits to file,Apache,15,plugin/pkg/scheduler/algorithm,11,25.581,0.071
By number of commits to file,Apache,15,test/e2e,10,23.256,0.064
By number of commits to file,Apache,15,test/integration,7,16.279,0.045
By number of commits to file,Apache,15,plugin/pkg/scheduler/algorithm/predicates,7,16.279,0.045
By number of commits to file,Apache,15,test/integration/scheduler_perf,6,13.953,0.039
By number of commits to file,Apache,15,test/e2e/framework/test_context.go,4,9.302,0.026
By number of commits to file,Apache,15,docs/devel,3,6.977,0.019
By number of commits to file,Apache,15,plugin/pkg/scheduler/generic_scheduler.go,3,6.977,0.019
By number of commits to file,Apache,15,plugin/pkg/scheduler/factory,2,4.651,0.013
By number of commits to file,Apache,15,plugin/pkg/scheduler/algorithm/predicates/predicates.go,2,4.651,0.013
By number of commits to file,Apache,15,docs/devel/scheduler.md,2,4.651,0.013
By number of commits to file,Apache,15,plugin/pkg/scheduler/scheduler_test.go,2,4.651,0.013
By number of commits to file,Apache,15,plugin/pkg/scheduler/algorithm/predicates/utils_test.go,2,4.651,0.013
By number of commits to file,Apache,15,hack,2,4.651,0.013
By number of commits to file,Apache,15,plugin/pkg/scheduler/algorithm/types.go,2,4.651,0.013
By number of commits to file,Apache,15,test/integration/scheduler_perf/util.go,2,4.651,0.013
By number of commits to file,Apache,15,test/e2e/cadvisor.go,2,4.651,0.013
By number of commits to file,Apache,15,test/integration/scheduler_perf/test-performance.sh,2,4.651,0.013
By number of commits to file,Apache,15,plugin/pkg/scheduler/algorithm/predicates/metadata.go,1,2.326,0.006
All By number of commits to file,NotFound,16,"",4,0.026,0.026
By number of commits to file,NotFound,16,pkg/kubectl,2,50.0,0.013
By number of commits to file,NotFound,16,cluster,1,25.0,0.006
By number of commits to file,NotFound,16,docs/design,1,25.0,0.006
By number of commits to file,NotFound,16,cluster/ubuntu,1,25.0,0.006
By number of commits to file,NotFound,16,pkg/kubectl/rollout_status.go,1,25.0,0.006
By number of commits to file,NotFound,16,pkg/kubectl/rollout_status_test.go,1,25.0,0.006
By number of commits to file,NotFound,16,docs/design/aws_under_the_hood.md,1,25.0,0.006
By number of commits to file,NotFound,16,cluster/ubuntu/util.sh,1,25.0,0.006
By number of commits to file,NotFound,16,docs,1,25.0,0.006
