Order,Company,Index,File/Directory,Number,Percent,PercentAll
By number of commits to file,Red Hat,2,docs/user-guide,149,3.272,0.738
By number of commits to file,Red Hat,2,pkg/apis/extensions,142,3.118,0.704
By number of commits to file,Red Hat,2,pkg/apiserver,133,2.921,0.659
By number of commits to file,Red Hat,2,pkg/util,115,2.525,0.57
By number of commits to file,Red Hat,2,hack,105,2.306,0.52
By number of commits to file,Red Hat,2,plugin,102,2.24,0.506
All By number of commits to file,Huawei,3,"",766,3.796,3.796
By number of commits to file,Huawei,3,pkg,397,51.828,1.967
By number of commits to file,Huawei,3,docs,176,22.977,0.872
By number of commits to file,Huawei,3,docs/user-guide,97,12.663,0.481
By number of commits to file,Huawei,3,pkg/registry,89,11.619,0.441
By number of commits to file,Huawei,3,docs/user-guide/kubectl,80,10.444,0.396
By number of commits to file,Huawei,3,pkg/kubelet,78,10.183,0.387
By number of commits to file,Huawei,3,docs/man/man1,55,7.18,0.273
By number of commits to file,Huawei,3,pkg/kubectl,53,6.919,0.263
By number of commits to file,Huawei,3,pkg/api,52,6.789,0.258
By number of commits to file,Huawei,3,examples,47,6.136,0.233
By number of commits to file,Huawei,3,test,46,6.005,0.228
By number of commits to file,Huawei,3,pkg/controller,38,4.961,0.188
By number of commits to file,Huawei,3,pkg/kubectl/cmd,35,4.569,0.173
By number of commits to file,Huawei,3,test/e2e,34,4.439,0.169
By number of commits to file,Huawei,3,plugin,28,3.655,0.139
By number of commits to file,Huawei,3,plugin/pkg,27,3.525,0.134
By number of commits to file,Huawei,3,cluster,25,3.264,0.124
By number of commits to file,Huawei,3,pkg/cloudprovider,22,2.872,0.109
By number of commits to file,Huawei,3,pkg/cloudprovider/providers,21,2.742,0.104
By number of commits to file,Huawei,3,plugin/pkg/scheduler,20,2.611,0.099
By number of commits to file,Huawei,3,pkg/kubelet/dockertools,19,2.48,0.094
By number of commits to file,Huawei,3,cmd,19,2.48,0.094
By number of commits to file,Huawei,3,pkg/client,17,2.219,0.084
By number of commits to file,Huawei,3,contrib,16,2.089,0.079
All By number of commits to file,Self,4,"",416,2.062,2.062
By number of commits to file,Self,4,cluster,175,42.067,0.867
By number of commits to file,Self,4,pkg,113,27.163,0.56
By number of commits to file,Self,4,cluster/aws,88,21.154,0.436
By number of commits to file,Self,4,pkg/cloudprovider,62,14.904,0.307
By number of commits to file,Self,4,docs,59,14.183,0.292
By number of commits to file,Self,4,pkg/cloudprovider/providers,57,13.702,0.282
By number of commits to file,Self,4,pkg/cloudprovider/providers/aws,46,11.058,0.228
By number of commits to file,Self,4,cluster/aws/util.sh,37,8.894,0.183
By number of commits to file,Self,4,docs/getting-started-guides,35,8.413,0.173
By number of commits to file,Self,4,pkg/cloudprovider/providers/aws/aws.go,33,7.933,0.164
By number of commits to file,Self,4,cluster/saltbase,31,7.452,0.154
By number of commits to file,Self,4,cluster/saltbase/salt,30,7.212,0.149
By number of commits to file,Self,4,cluster/aws/templates,25,6.01,0.124
By number of commits to file,Self,4,test/e2e,24,5.769,0.119
By number of commits to file,Self,4,docs/getting-started-guides/docker-multinode,19,4.567,0.094
By number of commits to file,Self,4,plugin/pkg,16,3.846,0.079
By number of commits to file,Self,4,cluster/gce,15,3.606,0.074
By number of commits to file,Self,4,cluster/saltbase/salt/docker,15,3.606,0.074
By number of commits to file,Self,4,cluster/images,15,3.606,0.074
By number of commits to file,Self,4,hack,14,3.365,0.069
By number of commits to file,Self,4,pkg/apis,11,2.644,0.055
By number of commits to file,Self,4,cluster/images/hyperkube,11,2.644,0.055
By number of commits to file,Self,4,pkg/apis/extensions,10,2.404,0.05
All By number of commits to file,Mesosphere,5,"",360,1.784,1.784
By number of commits to file,Mesosphere,5,contrib/mesos,229,63.611,1.135
By number of commits to file,Mesosphere,5,contrib/mesos/pkg,210,58.333,1.041
By number of commits to file,Mesosphere,5,contrib/mesos/pkg/scheduler,123,34.167,0.61
By number of commits to file,Mesosphere,5,cluster,39,10.833,0.193
By number of commits to file,Mesosphere,5,contrib/mesos/pkg/executor,39,10.833,0.193
By number of commits to file,Mesosphere,5,cluster/mesos/docker,36,10.0,0.178
By number of commits to file,Mesosphere,5,contrib/mesos/pkg/scheduler/podtask,34,9.444,0.169
By number of commits to file,Mesosphere,5,pkg,29,8.056,0.144
By number of commits to file,Mesosphere,5,contrib/mesos/pkg/scheduler/service,26,7.222,0.129
By number of commits to file,Mesosphere,5,test/e2e,26,7.222,0.129
By number of commits to file,Mesosphere,5,contrib/mesos/pkg/scheduler/components,22,6.111,0.109
By number of commits to file,Mesosphere,5,contrib/mesos/pkg/scheduler/service/service.go,19,5.278,0.094
By number of commits to file,Mesosphere,5,hack,16,4.444,0.079
By number of commits to file,Mesosphere,5,pkg/client,15,4.167,0.074
By number of commits to file,Mesosphere,5,pkg/client/unversioned,13,3.611,0.064
By number of commits to file,Mesosphere,5,contrib/mesos/pkg/executor/service,13,3.611,0.064
By number of commits to file,Mesosphere,5,contrib/mesos/pkg/minion,12,3.333,0.059
By number of commits to file,Mesosphere,5,contrib/mesos/ci,11,3.056,0.055
By number of commits to file,Mesosphere,5,contrib/mesos/pkg/queue,10,2.778,0.05
By number of commits to file,Mesosphere,5,cluster/mesos/docker/docker-compose.yml,10,2.778,0.05
By number of commits to file,Mesosphere,5,contrib/mesos/pkg/executor/service/service.go,9,2.5,0.045
By number of commits to file,Mesosphere,5,contrib/mesos/pkg/scheduler/plugin.go,9,2.5,0.045
All By number of commits to file,Docker,6,"",347,1.72,1.72
By number of commits to file,Docker,6,pkg,202,58.213,1.001
By number of commits to file,Docker,6,docs,43,12.392,0.213
By number of commits to file,Docker,6,pkg/util,41,11.816,0.203
By number of commits to file,Docker,6,pkg/volume,37,10.663,0.183
By number of commits to file,Docker,6,pkg/kubelet,37,10.663,0.183
By number of commits to file,Docker,6,docs/getting-started-guides,36,10.375,0.178
By number of commits to file,Docker,6,cluster,33,9.51,0.164
By number of commits to file,Docker,6,cluster/ubuntu,29,8.357,0.144
By number of commits to file,Docker,6,docs/getting-started-guides/docker-multinode,22,6.34,0.109
By number of commits to file,Docker,6,plugin,22,6.34,0.109
By number of commits to file,Docker,6,plugin/pkg,20,5.764,0.099
By number of commits to file,Docker,6,plugin/pkg/scheduler,19,5.476,0.094
By number of commits to file,Docker,6,pkg/controller,18,5.187,0.089
By number of commits to file,Docker,6,cluster/ubuntu/util.sh,16,4.611,0.079
By number of commits to file,Docker,6,pkg/api,15,4.323,0.074
By number of commits to file,Docker,6,test,15,4.323,0.074
By number of commits to file,Docker,6,pkg/client,14,4.035,0.069
By number of commits to file,Docker,6,cmd,13,3.746,0.064
By number of commits to file,Docker,6,plugin/pkg/scheduler/algorithm,11,3.17,0.055
By number of commits to file,Docker,6,pkg/registry,10,2.882,0.05
By number of commits to file,Docker,6,docs/getting-started-guides/docker-multinode/master.sh,10,2.882,0.05
By number of commits to file,Docker,6,examples,9,2.594,0.045
By number of commits to file,Docker,6,pkg/util/atomic,8,2.305,0.04
By number of commits to file,Docker,6,docs/getting-started-guides/ubuntu.md,8,2.305,0.04
By number of commits to file,Docker,6,pkg/kubelet/dockertools,8,2.305,0.04
All By number of commits to file,CoreOS,7,"",285,1.412,1.412
By number of commits to file,CoreOS,7,pkg,104,36.491,0.515
By number of commits to file,CoreOS,7,pkg/kubelet,77,27.018,0.382
By number of commits to file,CoreOS,7,plugin/pkg,74,25.965,0.367
By number of commits to file,CoreOS,7,plugin/pkg/scheduler,63,22.105,0.312
By number of commits to file,CoreOS,7,pkg/kubelet/rkt,61,21.404,0.302
By number of commits to file,CoreOS,7,cluster,61,21.404,0.302
By number of commits to file,CoreOS,7,cluster/gce,51,17.895,0.253
By number of commits to file,CoreOS,7,cluster/gce/coreos,47,16.491,0.233
By number of commits to file,CoreOS,7,cluster/gce/coreos/kube-manifests,35,12.281,0.173
By number of commits to file,CoreOS,7,pkg/kubelet/rkt/rkt.go,32,11.228,0.159
By number of commits to file,CoreOS,7,plugin/pkg/scheduler/algorithm,27,9.474,0.134
By number of commits to file,CoreOS,7,cluster/gce/coreos/kube-manifests/addons,27,9.474,0.134
By number of commits to file,CoreOS,7,docs,22,7.719,0.109
By number of commits to file,CoreOS,7,plugin/pkg/scheduler/algorithm/predicates,15,5.263,0.074
By number of commits to file,CoreOS,7,pkg/kubelet/rkt/rkt_test.go,13,4.561,0.064
By number of commits to file,CoreOS,7,docs/getting-started-guides,12,4.211,0.059
By number of commits to file,CoreOS,7,plugin/pkg/auth,11,3.86,0.055
By number of commits to file,CoreOS,7,plugin/pkg/scheduler/algorithm/priorities,11,3.86,0.055
By number of commits to file,CoreOS,7,cluster/gce/coreos/kube-manifests/addons/cluster-monitoring,10,3.509,0.05
By number of commits to file,CoreOS,7,docs/getting-started-guides/rkt,9,3.158,0.045
By number of commits to file,CoreOS,7,plugin/pkg/scheduler/generic_scheduler.go,9,3.158,0.045
By number of commits to file,CoreOS,7,test,9,3.158,0.045
By number of commits to file,CoreOS,7,pkg/kubelet/kubelet.go,8,2.807,0.04
By number of commits to file,CoreOS,7,plugin/pkg/scheduler/algorithm/predicates/predicates.go,8,2.807,0.04
All By number of commits to file,Net EASE 网易有态度,8,"",219,1.085,1.085
By number of commits to file,Net EASE 网易有态度,8,docs,115,52.511,0.57
By number of commits to file,Net EASE 网易有态度,8,pkg,91,41.553,0.451
By number of commits to file,Net EASE 网易有态度,8,pkg/kubectl,62,28.311,0.307
By number of commits to file,Net EASE 网易有态度,8,docs/user-guide,57,26.027,0.282
By number of commits to file,Net EASE 网易有态度,8,docs/man/man1,57,26.027,0.282
By number of commits to file,Net EASE 网易有态度,8,docs/user-guide/kubectl,56,25.571,0.278
By number of commits to file,Net EASE 网易有态度,8,pkg/kubectl/cmd,48,21.918,0.238
By number of commits to file,Net EASE 网易有态度,8,pkg/kubectl/resource_printer.go,8,3.653,0.04
By number of commits to file,Net EASE 网易有态度,8,pkg/controller,7,3.196,0.035
By number of commits to file,Net EASE 网易有态度,8,cmd,7,3.196,0.035
By number of commits to file,Net EASE 网易有态度,8,pkg/registry,6,2.74,0.03
By number of commits to file,Net EASE 网易有态度,8,pkg/client/cache,6,2.74,0.03
By number of commits to file,Net EASE 网易有态度,8,pkg/kubectl/resource_printer_test.go,5,2.283,0.025
By number of commits to file,Net EASE 网易有态度,8,pkg/api/validation,5,2.283,0.025
By number of commits to file,Net EASE 网易有态度,8,pkg/kubectl/cmd/util,5,2.283,0.025
By number of commits to file,Net EASE 网易有态度,8,pkg/kubectl/cmd/config,5,2.283,0.025
By number of commits to file,Net EASE 网易有态度,8,pkg/kubectl/cmd/rollout,5,2.283,0.025
By number of commits to file,Net EASE 网易有态度,8,pkg/registry/service,5,2.283,0.025
By number of commits to file,Net EASE 网易有态度,8,pkg/api,5,2.283,0.025
By number of commits to file,Net EASE 网易有态度,8,pkg/apis,4,1.826,0.02
By number of commits to file,Net EASE 网易有态度,8,pkg/controller/daemon,4,1.826,0.02
By number of commits to file,Net EASE 网易有态度,8,pkg/kubectl/cmd/cmd_test.go,4,1.826,0.02
By number of commits to file,Net EASE 网易有态度,8,pkg/controller/daemon/controller.go,4,1.826,0.02
All By number of commits to file,Caicloud,9,"",188,0.932,0.932
By number of commits to file,Caicloud,9,pkg,135,71.809,0.669
By number of commits to file,Caicloud,9,pkg/controller,40,21.277,0.198
By number of commits to file,Caicloud,9,pkg/apis,19,10.106,0.094
By number of commits to file,Caicloud,9,pkg/apis/extensions,16,8.511,0.079
By number of commits to file,Caicloud,9,test,13,6.915,0.064
By number of commits to file,Caicloud,9,pkg/registry,13,6.915,0.064
By number of commits to file,Caicloud,9,pkg/controller/deployment,12,6.383,0.059
By number of commits to file,Caicloud,9,pkg/api,12,6.383,0.059
By number of commits to file,Caicloud,9,pkg/util,12,6.383,0.059
By number of commits to file,Caicloud,9,cmd,12,6.383,0.059
By number of commits to file,Caicloud,9,plugin/pkg/scheduler,12,6.383,0.059
By number of commits to file,Caicloud,9,pkg/apis/extensions/v1beta1,11,5.851,0.055
By number of commits to file,Caicloud,9,pkg/kubectl,11,5.851,0.055
By number of commits to file,Caicloud,9,pkg/kubelet,10,5.319,0.05
By number of commits to file,Caicloud,9,pkg/controller/deployment/deployment_controller.go,9,4.787,0.045
By number of commits to file,Caicloud,9,test/e2e,8,4.255,0.04
By number of commits to file,Caicloud,9,pkg/controller/replication,7,3.723,0.035
By number of commits to file,Caicloud,9,pkg/client,7,3.723,0.035
By number of commits to file,Caicloud,9,docs,7,3.723,0.035
By number of commits to file,Caicloud,9,test/e2e/deployment.go,6,3.191,0.03
By number of commits to file,Caicloud,9,pkg/controller/daemon,6,3.191,0.03
By number of commits to file,Caicloud,9,cmd/kube-controller-manager/app,6,3.191,0.03
All By number of commits to file,Udacity,10,"",182,0.902,0.902
By number of commits to file,Udacity,10,cluster,133,73.077,0.659
By number of commits to file,Udacity,10,cluster/aws,32,17.582,0.159
By number of commits to file,Udacity,10,docs,30,16.484,0.149
By number of commits to file,Udacity,10,cluster/gce,27,14.835,0.134
By number of commits to file,Udacity,10,cluster/vagrant,22,12.088,0.109
By number of commits to file,Udacity,10,cluster/vsphere,16,8.791,0.079
By number of commits to file,Udacity,10,cluster/aws/util.sh,12,6.593,0.059
By number of commits to file,Udacity,10,docs/getting-started-guides,12,6.593,0.059
By number of commits to file,Udacity,10,hack,11,6.044,0.055
By number of commits to file,Udacity,10,cluster/gce/util.sh,9,4.945,0.045
By number of commits to file,Udacity,10,cluster/gke,8,4.396,0.04
By number of commits to file,Udacity,10,cluster/gce/config-default.sh,7,3.846,0.035
By number of commits to file,Udacity,10,hack/jenkins/e2e.sh,7,3.846,0.035
By number of commits to file,Udacity,10,cluster/aws/config-default.sh,7,3.846,0.035
By number of commits to file,Udacity,10,hack/jenkins,7,3.846,0.035
By number of commits to file,Udacity,10,cluster/aws/config-test.sh,7,3.846,0.035
By number of commits to file,Udacity,10,cluster/vagrant/util.sh,7,3.846,0.035
By number of commits to file,Udacity,10,cluster/gce/config-test.sh,7,3.846,0.035
By number of commits to file,Udacity,10,docs/devel,6,3.297,0.03
By number of commits to file,Udacity,10,cluster/centos,6,3.297,0.03
By number of commits to file,Udacity,10,cluster/mesos/docker,6,3.297,0.03
By number of commits to file,Udacity,10,cluster/vsphere/config-test.sh,5,2.747,0.025
By number of commits to file,Udacity,10,cluster/vsphere/util.sh,5,2.747,0.025
By number of commits to file,Udacity,10,docs/user-guide,5,2.747,0.025
All By number of commits to file,Immobilien Scout GmbH,11,"",108,0.535,0.535
By number of commits to file,Immobilien Scout GmbH,11,pkg,38,35.185,0.188
By number of commits to file,Immobilien Scout GmbH,11,docs,26,24.074,0.129
By number of commits to file,Immobilien Scout GmbH,11,pkg/kubelet,13,12.037,0.064
By number of commits to file,Immobilien Scout GmbH,11,examples,12,11.111,0.059
By number of commits to file,Immobilien Scout GmbH,11,docs/proposals,9,8.333,0.045
By number of commits to file,Immobilien Scout GmbH,11,cluster,9,8.333,0.045
By number of commits to file,Immobilien Scout GmbH,11,hack,7,6.481,0.035
By number of commits to file,Immobilien Scout GmbH,11,pkg/util,7,6.481,0.035
By number of commits to file,Immobilien Scout GmbH,11,contrib/mesos/pkg,5,4.63,0.025
By number of commits to file,Immobilien Scout GmbH,11,docs/user-guide,5,4.63,0.025
By number of commits to file,Immobilien Scout GmbH,11,contrib/mesos,5,4.63,0.025
By number of commits to file,Immobilien Scout GmbH,11,docs/devel,5,4.63,0.025
By number of commits to file,Immobilien Scout GmbH,11,contrib,5,4.63,0.025
By number of commits to file,Immobilien Scout GmbH,11,examples/k8petstore,4,3.704,0.02
By number of commits to file,Immobilien Scout GmbH,11,pkg/kubelet/dockertools,4,3.704,0.02
By number of commits to file,Immobilien Scout GmbH,11,pkg/api,4,3.704,0.02
By number of commits to file,Immobilien Scout GmbH,11,docs/design,4,3.704,0.02
By number of commits to file,Immobilien Scout GmbH,11,pkg/client,3,2.778,0.015
By number of commits to file,Immobilien Scout GmbH,11,docs/admin,3,2.778,0.015
By number of commits to file,Immobilien Scout GmbH,11,test/e2e,3,2.778,0.015
By number of commits to file,Immobilien Scout GmbH,11,contrib/mesos/pkg/scheduler,3,2.778,0.015
By number of commits to file,Immobilien Scout GmbH,11,cmd,3,2.778,0.015
By number of commits to file,Immobilien Scout GmbH,11,contrib/mesos/pkg/scheduler/components,3,2.778,0.015
By number of commits to file,Immobilien Scout GmbH,11,pkg/kubelet/container,2,1.852,0.01
All By number of commits to file,Apache,12,"",88,0.436,0.436
By number of commits to file,Apache,12,examples,28,31.818,0.139
By number of commits to file,Apache,12,pkg,27,30.682,0.134
By number of commits to file,Apache,12,test/e2e,13,14.773,0.064
By number of commits to file,Apache,12,pkg/client,13,14.773,0.064
By number of commits to file,Apache,12,test,13,14.773,0.064
By number of commits to file,Apache,12,examples/high-availability,13,14.773,0.064
By number of commits to file,Apache,12,third_party/golang/go,12,13.636,0.059
By number of commits to file,Apache,12,pkg/client/unversioned,12,13.636,0.059
By number of commits to file,Apache,12,third_party,12,13.636,0.059
By number of commits to file,Apache,12,examples/k8petstore,11,12.5,0.055
By number of commits to file,Apache,12,pkg/util,8,9.091,0.04
By number of commits to file,Apache,12,examples/k8petstore/dev,4,4.545,0.02
By number of commits to file,Apache,12,pkg/master,4,4.545,0.02
By number of commits to file,Apache,12,hack,3,3.409,0.015
By number of commits to file,Apache,12,docs,3,3.409,0.015
By number of commits to file,Apache,12,pkg/client/unversioned/request.go,3,3.409,0.015
By number of commits to file,Apache,12,third_party/golang/go/parser,3,3.409,0.015
By number of commits to file,Apache,12,pkg/master/controller.go,2,2.273,0.01
By number of commits to file,Apache,12,cmd,2,2.273,0.01
By number of commits to file,Apache,12,examples/cassandra,2,2.273,0.01
By number of commits to file,Apache,12,examples/spark,2,2.273,0.01
By number of commits to file,Apache,12,docs/admin,2,2.273,0.01
By number of commits to file,Apache,12,pkg/controller,2,2.273,0.01
By number of commits to file,Apache,12,test/e2e/nodeoutofdisk.go,2,2.273,0.01
All By number of commits to file,Diamanti,13,"",62,0.307,0.307
By number of commits to file,Diamanti,13,pkg,32,51.613,0.159
By number of commits to file,Diamanti,13,pkg/volume,21,33.871,0.104
By number of commits to file,Diamanti,13,plugin/pkg/scheduler,16,25.806,0.079
By number of commits to file,Diamanti,13,pkg/api,7,11.29,0.035
By number of commits to file,Diamanti,13,plugin/pkg/scheduler/algorithm,6,9.677,0.03
By number of commits to file,Diamanti,13,examples,5,8.065,0.025
By number of commits to file,Diamanti,13,plugin/pkg/scheduler/algorithm/priorities,4,6.452,0.02
By number of commits to file,Diamanti,13,plugin/pkg/scheduler/api,3,4.839,0.015
By number of commits to file,Diamanti,13,examples/flexvolume,3,4.839,0.015
By number of commits to file,Diamanti,13,pkg/apis,3,4.839,0.015
By number of commits to file,Diamanti,13,pkg/volume/flexvolume,3,4.839,0.015
By number of commits to file,Diamanti,13,pkg/apis/extensions,3,4.839,0.015
By number of commits to file,Diamanti,13,docs,3,4.839,0.015
By number of commits to file,Diamanti,13,pkg/api/v1,3,4.839,0.015
By number of commits to file,Diamanti,13,pkg/apis/extensions/v1beta1,2,3.226,0.01
By number of commits to file,Diamanti,13,plugin/pkg/scheduler/factory,2,3.226,0.01
By number of commits to file,Diamanti,13,cmd/kubelet/app,2,3.226,0.01
By number of commits to file,Diamanti,13,pkg/api/validation,2,3.226,0.01
By number of commits to file,Diamanti,13,api/swagger-spec,2,3.226,0.01
By number of commits to file,Diamanti,13,pkg/volume/persistent_claim,1,1.613,0.005
All By number of commits to file,Clarifai,14,"",62,0.307,0.307
By number of commits to file,Clarifai,14,pkg,52,83.871,0.258
By number of commits to file,Clarifai,14,pkg/cloudprovider,21,33.871,0.104
By number of commits to file,Clarifai,14,pkg/cloudprovider/providers,19,30.645,0.094
By number of commits to file,Clarifai,14,pkg/cloudprovider/providers/aws,8,12.903,0.04
By number of commits to file,Clarifai,14,pkg/api,8,12.903,0.04
By number of commits to file,Clarifai,14,pkg/cloudprovider/providers/aws/aws.go,5,8.065,0.025
By number of commits to file,Clarifai,14,docs,4,6.452,0.02
By number of commits to file,Clarifai,14,pkg/util,4,6.452,0.02
By number of commits to file,Clarifai,14,pkg/kubelet,4,6.452,0.02
By number of commits to file,Clarifai,14,pkg/api/v1,3,4.839,0.015
By number of commits to file,Clarifai,14,pkg/credentialprovider/aws,3,4.839,0.015
By number of commits to file,Clarifai,14,pkg/cloudprovider/providers/openstack/openstack.go,3,4.839,0.015
By number of commits to file,Clarifai,14,docs/user-guide,3,4.839,0.015
By number of commits to file,Clarifai,14,pkg/cloudprovider/providers/openstack,3,4.839,0.015
By number of commits to file,Clarifai,14,pkg/cloudprovider/providers/gce/gce.go,3,4.839,0.015
By number of commits to file,Clarifai,14,pkg/credentialprovider,3,4.839,0.015
By number of commits to file,Clarifai,14,pkg/cloudprovider/providers/gce,3,4.839,0.015
By number of commits to file,Clarifai,14,cmd,3,4.839,0.015
By number of commits to file,Clarifai,14,pkg/apis/extensions/v1beta1,2,3.226,0.01
By number of commits to file,Clarifai,14,pkg/credentialprovider/aws/aws_credentials.go,2,3.226,0.01
By number of commits to file,Clarifai,14,pkg/kubelet/prober,2,3.226,0.01
By number of commits to file,Clarifai,14,api,2,3.226,0.01
By number of commits to file,Clarifai,14,pkg/controller,2,3.226,0.01
By number of commits to file,Clarifai,14,pkg/apis,2,3.226,0.01
By number of commits to file,Clarifai,14,pkg/probe,2,3.226,0.01
All By number of commits to file,Amadeus,15,"",58,0.287,0.287
By number of commits to file,Amadeus,15,pkg,31,53.448,0.154
By number of commits to file,Amadeus,15,pkg/apis/extensions,14,24.138,0.069
By number of commits to file,Amadeus,15,test,9,15.517,0.045
By number of commits to file,Amadeus,15,docs,8,13.793,0.04
By number of commits to file,Amadeus,15,pkg/apis/extensions/v1beta1,6,10.345,0.03
By number of commits to file,Amadeus,15,pkg/kubectl,6,10.345,0.03
By number of commits to file,Amadeus,15,hack,5,8.621,0.025
By number of commits to file,Amadeus,15,test/e2e,5,8.621,0.025
By number of commits to file,Amadeus,15,pkg/controller,4,6.897,0.02
By number of commits to file,Amadeus,15,hack/local-up-cluster.sh,4,6.897,0.02
By number of commits to file,Amadeus,15,test/images,4,6.897,0.02
By number of commits to file,Amadeus,15,pkg/registry,3,5.172,0.015
By number of commits to file,Amadeus,15,docs/proposals/workflow.md,3,5.172,0.015
By number of commits to file,Amadeus,15,test/e2e/downwardapi_volume.go,3,5.172,0.015
By number of commits to file,Amadeus,15,docs/proposals,3,5.172,0.015
By number of commits to file,Amadeus,15,test/images/mount-tester,2,3.448,0.01
By number of commits to file,Amadeus,15,api,2,3.448,0.01
By number of commits to file,Amadeus,15,cluster,2,3.448,0.01
By number of commits to file,Amadeus,15,docs/devel,2,3.448,0.01
By number of commits to file,Amadeus,15,docs/getting-started-guides,2,3.448,0.01
By number of commits to file,Amadeus,15,api/swagger-spec,2,3.448,0.01
By number of commits to file,Amadeus,15,cluster/libvirt-coreos,2,3.448,0.01
By number of commits to file,Amadeus,15,pkg/client,2,3.448,0.01
By number of commits to file,Amadeus,15,pkg/labels,2,3.448,0.01
All By number of commits to file,NotFound,16,"",32,0.159,0.159
By number of commits to file,NotFound,16,pkg,23,71.875,0.114
By number of commits to file,NotFound,16,pkg/kubelet,14,43.75,0.069
By number of commits to file,NotFound,16,pkg/kubelet/dockertools,5,15.625,0.025
By number of commits to file,NotFound,16,cluster,4,12.5,0.02
By number of commits to file,NotFound,16,pkg/kubelet/container,4,12.5,0.02
By number of commits to file,NotFound,16,cluster/addons,3,9.375,0.015
By number of commits to file,NotFound,16,pkg/util,2,6.25,0.01
By number of commits to file,NotFound,16,pkg/controller/node/nodecontroller.go,2,6.25,0.01
By number of commits to file,NotFound,16,test/e2e/pods.go,2,6.25,0.01
By number of commits to file,NotFound,16,pkg/kubelet/kubelet.go,2,6.25,0.01
By number of commits to file,NotFound,16,pkg/controller,2,6.25,0.01
By number of commits to file,NotFound,16,pkg/cloudprovider/providers,2,6.25,0.01
By number of commits to file,NotFound,16,test,2,6.25,0.01
By number of commits to file,NotFound,16,pkg/kubelet/dockertools/manager.go,2,6.25,0.01
By number of commits to file,NotFound,16,test/e2e,2,6.25,0.01
By number of commits to file,NotFound,16,pkg/controller/node,2,6.25,0.01
By number of commits to file,NotFound,16,pkg/cloudprovider,2,6.25,0.01
By number of commits to file,NotFound,16,hack/jenkins/e2e.sh,1,3.125,0.005
By number of commits to file,NotFound,16,pkg/kubelet/pod_workers_test.go,1,3.125,0.005
By number of commits to file,NotFound,16,pkg/util/backoff.go,1,3.125,0.005
By number of commits to file,NotFound,16,pkg/kubelet/rkt,1,3.125,0.005
By number of commits to file,NotFound,16,pkg/kubelet/network,1,3.125,0.005
By number of commits to file,NotFound,16,pkg/util/backoff_test.go,1,3.125,0.005
By number of commits to file,NotFound,16,cluster/aws/coreos,1,3.125,0.005
By number of commits to file,NotFound,16,pkg/volume/flocker/plugin.go,1,3.125,0.005
