rank_number,actor,commits,percent,cumulative_sum,cumulative_percent,all_commits
56,AmitKumarDas,1216,0.27493,118962,26.89610,442302
57,stuartnelson3,1210,0.27357,120172,27.16967,442302
58,Bplotka,1191,0.26927,121363,27.43894,442302
59,tagomoris,1186,0.26814,122549,27.70709,442302
60,stanlyDoge,1181,0.26701,123730,27.97410,442302
61,ywk253100,1173,0.26520,124903,28.23930,442302
62,tomwilkie,1149,0.25978,126052,28.49908,442302
63,atulabhi,1138,0.25729,127190,28.75637,442302
64,mwielgus,1137,0.25706,128327,29.01343,442302
65,fejta,1108,0.25051,129435,29.26394,442302
66,brendandburns,1098,0.24825,130533,29.51219,442302
67,lukaszgryglicki,1097,0.24802,131630,29.76021,442302
68,bwplotka,1066,0.24101,132696,30.00122,442302
69,hiddeco,1051,0.23762,133747,30.23884,442302
70,mrunalp,1046,0.23649,134793,30.47533,442302
71,bryk,1035,0.23400,135828,30.70933,442302
72,rmars,1023,0.23129,136851,30.94062,442302
73,travisn,988,0.22338,137839,31.16400,442302
74,hawkw,985,0.22270,138824,31.38670,442302
75,fabiand,984,0.22247,139808,31.60917,442302
76,gmarek,964,0.21795,140772,31.82712,442302
77,riyazdf,957,0.21637,141729,32.04349,442302
78,ixdy,955,0.21592,142684,32.25941,442302
79,maciaszczykm,954,0.21569,143638,32.47510,442302
80,bacongobbler,953,0.21546,144591,32.69056,442302
81,pwittrock,930,0.21026,145521,32.90082,442302
82,feiskyer,929,0.21004,146450,33.11086,442302
83,technosophos,929,0.21004,147379,33.32090,442302
84,ColinSullivan1,927,0.20959,148306,33.53048,442302
85,deads2k,926,0.20936,149232,33.73984,442302
86,zmerlynn,921,0.20823,150153,33.94807,442302
87,mcqueary,919,0.20778,151072,34.15585,442302
88,vladimir-v-diaz,919,0.20778,151991,34.36362,442302
89,tstromberg,918,0.20755,152909,34.57118,442302
90,bboreham,912,0.20619,153821,34.77737,442302
91,vishnuitta,890,0.20122,154711,34.97859,442302
92,lizan,873,0.19738,155584,35.17597,442302
93,disksing,870,0.19670,156454,35.37266,442302
94,sttts,860,0.19444,157314,35.56710,442302
95,bgrant0607,853,0.19285,158167,35.75996,442302
96,heyitsanthony,850,0.19218,159017,35.95213,442302
97,wy65701436,846,0.19127,159863,36.14340,442302
98,pmorie,845,0.19105,160708,36.33445,442302
99,yichengq,845,0.19105,161553,36.52550,442302
100,cyli,844,0.19082,162397,36.71632,442302
101,carl-mastrangelo,840,0.18992,163237,36.90623,442302
102,monopole,829,0.18743,164066,37.09366,442302
103,klingerf,809,0.18291,164875,37.27657,442302
104,piosz,802,0.18132,165677,37.45789,442302
105,smarterclayton,800,0.18087,166477,37.63876,442302
106,dims,796,0.17997,167273,37.81873,442302
107,yasker,786,0.17771,168059,37.99644,442302
108,estesp,775,0.17522,168834,38.17166,442302
109,floreks,775,0.17522,169609,38.34688,442302
110,runcom,774,0.17499,170383,38.52187,442302
111,ekcasey,772,0.17454,171155,38.69641,442302
112,okkez,771,0.17432,171926,38.87073,442302
113,Hoverbear,770,0.17409,172696,39.04482,442302
114,steven-zou,768,0.17364,173464,39.21845,442302
115,vjpai,768,0.17364,174232,39.39209,442302
116,enisoc,765,0.17296,174997,39.56505,442302
117,wongma7,758,0.17138,175755,39.73642,442302
118,simonpasquier,754,0.17047,176509,39.90690,442302
119,spxtr,746,0.16866,177255,40.07556,442302
120,alpeb,737,0.16663,177992,40.24219,442302
121,yujuhong,736,0.16640,178728,40.40859,442302
122,lukpueh,729,0.16482,179457,40.57341,442302
123,vojtechszocs,724,0.16369,180181,40.73710,442302
124,mattymo,713,0.16120,180894,40.89830,442302
125,stanley-cheung,709,0.16030,181603,41.05860,442302
126,lucperkins,707,0.15985,182310,41.21844,442302
127,breeswish,705,0.15939,183015,41.37784,442302
128,pavolloffay,705,0.15939,183720,41.53723,442302
129,AdamDang,700,0.15826,184420,41.69549,442302
130,dmcgowan,696,0.15736,185116,41.85285,442302
131,mahebbar,684,0.15465,185800,42.00750,442302
132,dlorenc,680,0.15374,186480,42.16124,442302
133,yang-g,677,0.15306,187157,42.31430,442302
134,bensigelman,676,0.15284,187833,42.46714,442302
135,jonboulle,675,0.15261,188508,42.61975,442302
136,mareklibra,671,0.15171,189179,42.77145,442302
137,ksatchit,666,0.15058,189845,42.92203,442302
138,spiffxp,663,0.14990,190508,43.07193,442302
139,dchen1107,662,0.14967,191170,43.22160,442302
140,menghanl,658,0.14877,191828,43.37037,442302
141,michael-berlin,658,0.14877,192486,43.51913,442302
142,endophage,657,0.14854,193143,43.66768,442302
143,stefanprodan,652,0.14741,193795,43.81509,442302
144,prateekpandey14,643,0.14538,194438,43.96046,442302
145,prydonius,642,0.14515,195080,44.10561,442302
146,mbohlool,641,0.14492,195721,44.25053,442302
147,huachaohuang,638,0.14425,196359,44.39478,442302
148,hicqu,635,0.14357,196994,44.53835,442302
149,eparis,634,0.14334,197628,44.68169,442302
150,Frawless,632,0.14289,198260,44.82458,442302
151,itamarst,629,0.14221,198889,44.96679,442302
152,alyssawilk,625,0.14131,199514,45.10809,442302
153,iaguis,625,0.14131,200139,45.24940,442302
154,nickolaev,615,0.13905,200754,45.38844,442302
155,ihcsim,607,0.13724,201361,45.52568,442302
156,lavalamp,604,0.13656,201965,45.66224,442302
157,cblecker,603,0.13633,202568,45.79857,442302
158,johndmulhausen,596,0.13475,203164,45.93332,442302
159,saad-ali,596,0.13475,203760,46.06807,442302
160,unguiculus,593,0.13407,204353,46.20214,442302
161,mattfarina,590,0.13339,204943,46.33554,442302
162,black-adder,583,0.13181,205526,46.46735,442302
163,chrislovecnm,583,0.13181,206109,46.59916,442302
164,sasbury,582,0.13158,206691,46.73074,442302
165,ark3,578,0.13068,207269,46.86142,442302
166,caesarxuchao,577,0.13045,207846,46.99187,442302
167,tengqm,573,0.12955,208419,47.12142,442302
168,r2d4,572,0.12932,208991,47.25075,442302
169,shyamjvs,572,0.12932,209563,47.38007,442302
170,chrisohaver,568,0.12842,210131,47.50849,442302
171,roberthbailey,567,0.12819,210698,47.63668,442302
172,dgodd,562,0.12706,211260,47.76375,442302
173,k82cn,562,0.12706,211822,47.89081,442302
174,adamreese,557,0.12593,212379,48.01674,442302
175,lowzj,556,0.12571,212935,48.14245,442302
176,andyzhangx,555,0.12548,213490,48.26793,442302
177,luxas,552,0.12480,214042,48.39273,442302
178,nikhiljindal,548,0.12390,214590,48.51662,442302
179,cjwagner,546,0.12345,215136,48.64007,442302
180,jsafrane,546,0.12345,215682,48.76351,442302
181,vincepri,546,0.12345,216228,48.88696,442302
182,ngaut,542,0.12254,216770,49.00950,442302
183,jpkrohling,539,0.12186,217309,49.13136,442302
184,brancz,538,0.12164,217847,49.25300,442302
185,kargakis,533,0.12051,218380,49.37350,442302
186,mumoshu,533,0.12051,218913,49.49401,442302
187,vmarmol,530,0.11983,219443,49.61384,442302
188,derekwaynecarr,528,0.11938,219971,49.73321,442302
189,dapengzhang0,527,0.11915,220498,49.85236,442302
190,rmmh,526,0.11892,221024,49.97129,442302
191,awels,521,0.11779,221545,50.08908,442302
192,cynepco3hahue,520,0.11757,222065,50.20665,442302
193,vishh,520,0.11757,222585,50.32421,442302
194,saschagrunert,517,0.11689,223102,50.44110,442302
195,MrHohn,515,0.11644,223617,50.55754,442302
196,ameyer-pivotal,506,0.11440,224123,50.67194,442302
197,apelisse,502,0.11350,224625,50.78544,442302
198,carrodher,502,0.11350,225127,50.89893,442302
199,a-robinson,493,0.11146,225620,51.01040,442302
200,erictune,489,0.11056,226109,51.12095,442302
201,wavell,482,0.10898,226591,51.22993,442302
202,RomanDzhabarov,481,0.10875,227072,51.33868,442302
203,dankohn,476,0.10762,227548,51.44630,442302
204,iamqizhao,476,0.10762,228024,51.55392,442302
205,dadjeibaah,473,0.10694,228497,51.66086,442302
206,nsathyaseelan,473,0.10694,228970,51.76780,442302
207,yongtang,472,0.10671,229442,51.87451,442302
208,muxi,469,0.10604,229911,51.98055,442302
209,bogdandrutu,468,0.10581,230379,52.08636,442302
210,choleraehyq,468,0.10581,230847,52.19217,442302
211,krasi-georgiev,466,0.10536,231313,52.29753,442302
212,stevvooe,459,0.10378,231772,52.40130,442302
213,jlowdermilk,458,0.10355,232230,52.50485,442302
214,kleimkuhler,458,0.10355,232688,52.60840,442302
215,zhangkun83,457,0.10332,233145,52.71172,442302
216,duglin,452,0.10219,233597,52.81391,442302
217,stevekuznetsov,452,0.10219,234049,52.91611,442302
218,devin-donnelly,450,0.10174,234499,53.01785,442302
219,tallclair,449,0.10151,234948,53.11936,442302
220,apolcyn,440,0.09948,235388,53.21884,442302
221,rawagner,434,0.09812,235822,53.31696,442302
222,edwarnicke,433,0.09790,236255,53.41486,442302
223,scottcarol,433,0.09790,236688,53.51276,442302
224,justaugustus,431,0.09744,237119,53.61020,442302
225,dfawley,426,0.09631,237545,53.70652,442302
226,neolit123,426,0.09631,237971,53.80283,442302
227,PiotrSikora,425,0.09609,238396,53.89892,442302
228,umamukkara,420,0.09496,238816,53.99388,442302
229,DirectXMan12,417,0.09428,239233,54.08816,442302
230,SataQiu,417,0.09428,239650,54.18244,442302
231,timburks,415,0.09383,240065,54.27626,442302
232,leodido,413,0.09338,240478,54.36964,442302
233,yudaykiran,410,0.09270,240888,54.46234,442302
234,kpayson64,406,0.09179,241294,54.55413,442302
235,serrss,405,0.09157,241699,54.64569,442302
236,calebamiles,404,0.09134,242103,54.73703,442302
237,krzysied,397,0.08976,242500,54.82679,442302
238,dgquintas,394,0.08908,242894,54.91587,442302
239,esbie,393,0.08885,243287,55.00473,442302
240,nathanielmanistaatgoogle,391,0.08840,243678,55.09313,442302
241,markdroth,390,0.08818,244068,55.18130,442302
242,SergeyKanzhelev,389,0.08795,244457,55.26925,442302
243,satnam6502,384,0.08682,244841,55.35607,442302
244,azdagron,383,0.08659,245224,55.44266,442302
245,gcolliso,383,0.08659,245607,55.52925,442302
246,nicksardo,381,0.08614,245988,55.61539,442302
247,pohly,378,0.08546,246366,55.70086,442302
248,david-mcmahon,376,0.08501,246742,55.78587,442302
249,gouthamve,376,0.08501,247118,55.87088,442302
250,sdurrheimer,376,0.08501,247494,55.95589,442302
251,diogomonica,373,0.08433,247867,56.04022,442302
252,tbetbetbe,370,0.08365,248237,56.12387,442302
253,discordianfish,368,0.08320,248605,56.20707,442302
254,fujimotos,363,0.08207,248968,56.28914,442302
255,jromero,361,0.08162,249329,56.37076,442302
256,markthink,360,0.08139,249689,56.45215,442302
257,MarkThink,358,0.08094,250047,56.53309,442302
258,rthallisey,357,0.08071,250404,56.61381,442302
259,chuckha,356,0.08049,250760,56.69429,442302
260,mlaventure,356,0.08049,251116,56.77478,442302
261,zacharysarah,355,0.08026,251471,56.85504,442302
262,lucab,353,0.07981,251824,56.93485,442302
263,yifan-gu,353,0.07981,252177,57.01466,442302
264,andrewsykim,351,0.07936,252528,57.09402,442302
265,janetkuo,351,0.07936,252879,57.17338,442302
266,davidz627,350,0.07913,253229,57.25251,442302
267,xichengliudui,350,0.07913,253579,57.33164,442302
268,davidvossel,349,0.07891,253928,57.41055,442302
269,bogdando,348,0.07868,254276,57.48923,442302
270,ninjadq,344,0.07777,254620,57.56700,442302
271,SantiagoTorres,344,0.07777,254964,57.64478,442302
272,viglesiasce,343,0.07755,255307,57.72233,442302
273,alban,342,0.07732,255649,57.79965,442302
274,rhatdan,342,0.07732,255991,57.87697,442302
275,bskiba,341,0.07710,256332,57.95407,442302
276,detiber,341,0.07710,256673,58.03116,442302
277,philips,341,0.07710,257014,58.10826,442302
278,phoracek,339,0.07664,257353,58.18491,442302
279,taylorwaggoner,336,0.07597,257689,58.26087,442302
280,aaijazi,335,0.07574,258024,58.33661,442302
281,jmarantz,335,0.07574,258359,58.41235,442302
282,matthiasr,335,0.07574,258694,58.48809,442302
283,tiffon,334,0.07551,259028,58.56361,442302
284,wknet123,331,0.07484,259359,58.63844,442302
285,cosmo0920,327,0.07393,259686,58.71237,442302
286,m1093782566,327,0.07393,260013,58.78630,442302
287,jkutner,326,0.07371,260339,58.86001,442302
288,ncteisen,325,0.07348,260664,58.93349,442302
289,jkryl,323,0.07303,260987,59.00652,442302
290,zpencer,323,0.07303,261310,59.07954,442302
291,aleksandra-malinowska,322,0.07280,261632,59.15234,442302
292,mehrdada,319,0.07212,261951,59.22447,442302
293,Katharine,318,0.07190,262269,59.29636,442302
294,2opremio,317,0.07167,262586,59.36803,442302
295,bowei,317,0.07167,262903,59.43970,442302
296,ccaraman,317,0.07167,263220,59.51137,442302
297,msau42,316,0.07144,263536,59.58282,442302
298,evan2645,314,0.07099,263850,59.65381,442302
299,lachie83,314,0.07099,264164,59.72480,442302
300,soltysh,313,0.07077,264477,59.79557,442302
301,mayurkale22,311,0.07031,264788,59.86588,442302
302,jszczepkowski,309,0.06986,265097,59.93575,442302
303,mtaufen,309,0.06986,265406,60.00561,442302
304,wmorgan,309,0.06986,265715,60.07547,442302
305,alexcontini,308,0.06964,266023,60.14510,442302
306,paulbellamy,308,0.06964,266331,60.21474,442302
307,CaoShuFeng,307,0.06941,266638,60.28415,442302
308,objectiser,307,0.06941,266945,60.35356,442302
309,zuercher,307,0.06941,267252,60.42297,442302
310,cpuguy83,306,0.06918,267558,60.49215,442302
311,danielhochman,305,0.06896,267863,60.56111,442302
312,bigkraig,303,0.06851,268166,60.62962,442302
313,ant31,302,0.06828,268468,60.69789,442302
314,flynnduism,302,0.06828,268770,60.76617,442302
315,Gcolliso,302,0.06828,269072,60.83445,442302
316,linki,302,0.06828,269374,60.90273,442302
317,fkautz,301,0.06805,269675,60.97078,442302
318,madhusudancs,300,0.06783,269975,61.03861,442302
319,ArtfulCoder,298,0.06737,270273,61.10599,442302
320,ncdc,297,0.06715,270570,61.17314,442302
321,Starnop,297,0.06715,270867,61.24028,442302
322,djoyahoy,295,0.06670,271162,61.30698,442302
323,leseb,295,0.06670,271457,61.37368,442302
324,satyamz,295,0.06670,271752,61.44037,442302
325,haiodo,294,0.06647,272046,61.50684,442302
326,inyee786,294,0.06647,272340,61.57331,442302
327,Liujingfang1,294,0.06647,272634,61.63978,442302
328,marun,294,0.06647,272928,61.70626,442302
329,idvoretskyi,293,0.06624,273221,61.77250,442302
330,leakingtapan,292,0.06602,273513,61.83852,442302
331,payes,292,0.06602,273805,61.90454,442302
332,seanmonstar,292,0.06602,274097,61.97055,442302
333,jpbetz,290,0.06557,274387,62.03612,442302
334,mrbobbytables,290,0.06557,274677,62.10169,442302
335,yue9944882,290,0.06557,274967,62.16725,442302
336,freehan,289,0.06534,275256,62.23259,442302
337,mgoodness,289,0.06534,275545,62.29793,442302
338,yashykt,289,0.06534,275834,62.36327,442302
339,juan131,286,0.06466,276120,62.42793,442302
340,rramkumar1,286,0.06466,276406,62.49260,442302
341,slintes,286,0.06466,276692,62.55726,442302
342,lpabon,283,0.06398,276975,62.62124,442302
343,chriscasper,281,0.06353,277256,62.68477,442302
344,fabiojose,281,0.06353,277537,62.74830,442302
345,fabriziopandini,281,0.06353,277818,62.81183,442302
346,sclevine,279,0.06308,278097,62.87491,442302
347,dashpole,276,0.06240,278373,62.93731,442302
348,johnbelamaric,275,0.06217,278648,62.99949,442302
349,gila,273,0.06172,278921,63.06121,442302
350,krousey,272,0.06150,279193,63.12271,442302
351,fntlnz,269,0.06082,279462,63.18353,442302
352,AkihiroSuda,267,0.06037,279729,63.24389,442302
353,guoliang100,266,0.06014,279995,63.30403,442302
354,invalid-email-address,266,0.06014,280261,63.36417,442302
355,arschles,265,0.05991,280526,63.42409,442302
356,yaoshengzhe,265,0.05991,280791,63.48400,442302
357,MaciekPytel,263,0.05946,281054,63.54346,442302
358,JamesNK,262,0.05924,281316,63.60270,442302
359,jml,262,0.05924,281578,63.66193,442302
360,jdolitsky,261,0.05901,281839,63.72094,442302
361,mxinden,257,0.05811,282096,63.77905,442302
362,jbw976,255,0.05765,282351,63.83670,442302
363,foxish,254,0.05743,282605,63.89413,442302
364,humblec,253,0.05720,282858,63.95133,442302
365,bprashanth,251,0.05675,283109,64.00808,442302
366,ihmccreery,251,0.05675,283360,64.06482,442302
367,zaharidichev,251,0.05675,283611,64.12157,442302
368,ericgribkoff,248,0.05607,283859,64.17764,442302
369,j3ffml,248,0.05607,284107,64.23371,442302
370,nokute78,246,0.05562,284353,64.28933,442302
371,suomiy,244,0.05517,284597,64.34450,442302
372,tylertreat,242,0.05471,284839,64.39921,442302
373,carlosalberto,241,0.05449,285080,64.45370,442302
374,zhoumeina,241,0.05449,285321,64.50819,442302
375,vdice,240,0.05426,285561,64.56245,442302
376,dcbw,239,0.05404,285800,64.61648,442302
377,javsalgar,237,0.05358,286037,64.67007,442302
378,MrMage,237,0.05358,286274,64.72365,442302
379,snowp,237,0.05358,286511,64.77723,442302
380,vprithvi,237,0.05358,286748,64.83082,442302
381,aaron-prindle,234,0.05291,286982,64.88372,442302
382,bhs,234,0.05291,287216,64.93663,442302
383,cpanato,234,0.05291,287450,64.98953,442302
384,Crassirostris,234,0.05291,287684,65.04244,442302
385,LisaFC,234,0.05291,287918,65.09534,442302
386,Akash4927,233,0.05268,288151,65.14802,442302
387,aaronlevy,231,0.05223,288382,65.20025,442302
388,caniszczyk,231,0.05223,288613,65.25247,442302
389,fgrzadkowski,231,0.05223,288844,65.30470,442302
390,jcanizales,231,0.05223,289075,65.35693,442302
391,thomastaylor312,231,0.05223,289306,65.40915,442302
392,vaikas-google,231,0.05223,289537,65.46138,442302
393,dholbach,229,0.05177,289766,65.51316,442302
394,lburgazzoli,229,0.05177,289995,65.56493,442302
395,mm4tt,229,0.05177,290224,65.61671,442302
396,ramaraochavali,228,0.05155,290452,65.66825,442302
397,losipiuk,225,0.05087,290677,65.71912,442302
398,AndreyKozlov1984,224,0.05064,290901,65.76977,442302
399,allencloud,223,0.05042,291124,65.82019,442302
400,scottrigby,223,0.05042,291347,65.87060,442302
401,jordinl83,222,0.05019,291569,65.92080,442302
402,shashidharatd,222,0.05019,291791,65.97099,442302
403,c24t,221,0.04997,292012,66.02095,442302
404,davidmccormick,221,0.04997,292233,66.07092,442302
405,exarkun,221,0.04997,292454,66.12089,442302
406,fabioy,221,0.04997,292675,66.17085,442302
407,nestorsalceda,221,0.04997,292896,66.22082,442302
408,kyessenov,220,0.04974,293116,66.27056,442302
409,resouer,219,0.04951,293335,66.32007,442302
410,roycaihw,215,0.04861,293550,66.36868,442302
411,skinnylatte,213,0.04816,293763,66.41684,442302
412,AspirinSJL,211,0.04770,293974,66.46454,442302
413,Connor1996,211,0.04770,294185,66.51225,442302
414,droot,211,0.04770,294396,66.55995,442302
415,cjcullen,210,0.04748,294606,66.60743,442302
416,michelleN,210,0.04748,294816,66.65491,442302
417,ZeusTheTrueGod,209,0.04725,295025,66.70216,442302
418,hzxuzhonghu,208,0.04703,295233,66.74919,442302
419,JanetKuo,208,0.04703,295441,66.79622,442302
420,jaredbhatti,207,0.04680,295648,66.84302,442302
421,squeed,207,0.04680,295855,66.88982,442302
422,kris-nova,206,0.04657,296061,66.93639,442302
423,yguo0905,206,0.04657,296267,66.98297,442302
424,s-urbaniak,205,0.04635,296472,67.02931,442302
425,awh,204,0.04612,296676,67.07544,442302
426,tariq1890,204,0.04612,296880,67.12156,442302
427,aveshagarwal,201,0.04544,297081,67.16700,442302
428,jeffvance,199,0.04499,297280,67.21200,442302
429,krnowak,199,0.04499,297479,67.25699,442302
430,awwad,198,0.04477,297677,67.30175,442302
431,jeefy,198,0.04477,297875,67.34652,442302
432,lidizheng,198,0.04477,298073,67.39128,442302
433,richarddli,198,0.04477,298271,67.43605,442302
434,medyagh,197,0.04454,298468,67.48059,442302
435,pires,197,0.04454,298665,67.52513,442302
436,rajansandeep,197,0.04454,298862,67.56967,442302
437,grodrigues3,196,0.04431,299058,67.61398,442302
438,nolouch,196,0.04431,299254,67.65830,442302
439,krancour,195,0.04409,299449,67.70238,442302
440,perotinus,194,0.04386,299643,67.74625,442302
441,andyxning,192,0.04341,299835,67.78966,442302
442,ggreenway,192,0.04341,300027,67.83306,442302
443,qiell,191,0.04318,300218,67.87625,442302
444,sids-b,191,0.04318,300409,67.91943,442302
445,jimmidyson,190,0.04296,300599,67.96239,442302
446,csmarchbanks,188,0.04250,300787,68.00489,442302
447,k82,188,0.04250,300975,68.04740,442302
448,oomichi,188,0.04250,301163,68.08990,442302
449,stonezdj,188,0.04250,301351,68.13241,442302
450,mh-park,187,0.04228,301538,68.17469,442302
451,ethan-daocloud,186,0.04205,301724,68.21674,442302
452,gnossen,186,0.04205,301910,68.25879,442302
453,sreecha,185,0.04183,302095,68.30062,442302
454,codenrhoden,184,0.04160,302279,68.34222,442302
455,RichiH,184,0.04160,302463,68.38382,442302
456,rsmitty,184,0.04160,302647,68.42542,442302
457,lichuqiang,183,0.04137,302830,68.46679,442302
458,alex-mohr,182,0.04115,303012,68.50794,442302
459,galexrt,182,0.04115,303194,68.54909,442302
460,karthikravis,182,0.04115,303376,68.59024,442302
461,pipejakob,182,0.04115,303558,68.63139,442302
462,jessfraz,181,0.04092,303739,68.67231,442302
463,juanvallejo,181,0.04092,303920,68.71323,442302
464,stu-gott,181,0.04092,304101,68.75415,442302
465,jingxu97,180,0.04070,304281,68.79485,442302
466,SchSeba,179,0.04047,304460,68.83532,442302
467,HuKeping,178,0.04024,304638,68.87556,442302
468,morgo,178,0.04024,304816,68.91581,442302
469,shuo-wu,178,0.04024,304994,68.95605,442302
470,zouyee,177,0.04002,305171,68.99607,442302
471,Gouthamve,176,0.03979,305347,69.03586,442302
472,n3wscott,176,0.03979,305523,69.07565,442302
473,patrick-east,176,0.03979,305699,69.11545,442302
474,tigrannajaryan,176,0.03979,305875,69.15524,442302
475,cofyc,175,0.03957,306050,69.19480,442302
476,utkarshmani1997,175,0.03957,306225,69.23437,442302
477,riverzhang,174,0.03934,306399,69.27371,442302
478,ericchiang,173,0.03911,306572,69.31282,442302
479,mikesplain,173,0.03911,306745,69.35194,442302
480,ganmacs,172,0.03889,306917,69.39082,442302
481,maxsmythe,171,0.03866,307088,69.42948,442302
482,afbjorklund,170,0.03844,307258,69.46792,442302
483,jianglingxia,170,0.03844,307428,69.50636,442302
484,mestery,170,0.03844,307598,69.54479,442302
485,rghetia,170,0.03844,307768,69.58323,442302
486,alvaroaleman,169,0.03821,307937,69.62144,442302
487,pjanotti,169,0.03821,308106,69.65964,442302
488,haircommander,168,0.03798,308274,69.69763,442302
489,mitake,168,0.03798,308442,69.73561,442302
490,sbezverk,168,0.03798,308610,69.77359,442302
491,derekargueta,167,0.03776,308777,69.81135,442302
492,euank,167,0.03776,308944,69.84911,442302
493,matt-kwong,167,0.03776,309111,69.88686,442302
494,rjnagal,167,0.03776,309278,69.92462,442302
495,mittachaitu,166,0.03753,309444,69.96215,442302
496,PaulRMellor,165,0.03730,309609,69.99946,442302
497,demmer,164,0.03708,309773,70.03654,442302
498,mborsz,163,0.03685,309936,70.07339,442302
499,timothysc,163,0.03685,310099,70.11024,442302
500,akutz,162,0.03663,310261,70.14687,442302
501,austinlparker,162,0.03663,310423,70.18349,442302
502,kbarnard10,161,0.03640,310584,70.21990,442302
503,listx,161,0.03640,310745,70.25630,442302
504,Miouge1,161,0.03640,310906,70.29270,442302
505,andelf,160,0.03617,311066,70.32887,442302
506,tompizmor,160,0.03617,311226,70.36504,442302
507,veblush,160,0.03617,311386,70.40122,442302
508,ashishranjan738,159,0.03595,311545,70.43717,442302
509,robbiezhang,159,0.03595,311704,70.47312,442302
510,rshriram,159,0.03595,311863,70.50906,442302
511,davidopp,158,0.03572,312021,70.54479,442302
512,deepthi,158,0.03572,312179,70.58051,442302
513,dixudx,158,0.03572,312337,70.61623,442302
514,danfengliu,157,0.03550,312494,70.65173,442302
515,jboeuf,157,0.03550,312651,70.68722,442302
516,nebhale,157,0.03550,312808,70.72272,442302
517,xilabao,157,0.03550,312965,70.75821,442302
518,bsalamat,156,0.03527,313121,70.79348,442302
519,dhilipkumars,156,0.03527,313277,70.82876,442302
520,drrt,156,0.03527,313433,70.86403,442302
521,hickeyma,156,0.03527,313589,70.89930,442302
522,rwsu,156,0.03527,313745,70.93457,442302
523,sonots,155,0.03504,313900,70.96961,442302
524,aaron7,154,0.03482,314054,71.00443,442302
525,ingvagabund,154,0.03482,314208,71.03924,442302
526,jennybuckley,154,0.03482,314362,71.07406,442302
527,matthewmcnew,154,0.03482,314516,71.10888,442302
528,sonasingh46,154,0.03482,314670,71.14370,442302
529,Bradamant3,153,0.03459,314823,71.17829,442302
530,seans3,152,0.03437,314975,71.21266,442302
531,glbrntt,151,0.03414,315126,71.24680,442302
532,srini100,150,0.03391,315276,71.28071,442302
533,woopstar,149,0.03369,315425,71.31440,442302
534,bradbeam,148,0.03346,315573,71.34786,442302
