idx,company,n,percent
0,(All known 103),2139,99.44
1,Google,1092,50.8
2,Red Hat,480,22.3
3,Huawei,173,8.0
4,(Self),75,3.5
5,Mesosphere,34,1.6
6,Docker,30,1.4
7,CoreOS,28,1.3
8,Amadeus,12,0.6
9,Tyk,12,0.6
10,(Not Found),12,0.6
11,Slack,11,0.5
12,Metaswitch,10,0.5
13,Apache,7,0.3
14,Alternative Storage,7,0.3
15,UNINETT,6,0.3
16,CERN,6,0.3
17,Canonical,6,0.3
18,Box,5,0.2
19,Amazon,5,0.2
20,eBay,5,0.2
