Order,Company,Index,File/Directory,Number,Percent
By number of commits,Hyper.sh,15,/plugin,27,3.479
By number of commits,Hyper.sh,15,/plugin/pkg,26,3.351
All By number of commits,NotFound,16,"",158,0.079
By number of commits,NotFound,16,/pkg,72,45.57
By number of commits,NotFound,16,/cluster,32,20.253
By number of commits,NotFound,16,/pkg/kubelet,24,15.19
By number of commits,NotFound,16,/Godeps,23,14.557
By number of commits,NotFound,16,/Godeps/_workspace/src/github.com/coreos,21,13.291
By number of commits,NotFound,16,/cluster/addons,17,10.759
By number of commits,NotFound,16,/Godeps/_workspace/src/github.com/coreos/etcd,13,8.228
By number of commits,NotFound,16,/docs,12,7.595
By number of commits,NotFound,16,/pkg/controller,12,7.595
By number of commits,NotFound,16,/cluster/addons/fluentd-elasticsearch,11,6.962
By number of commits,NotFound,16,/pkg/kubectl,10,6.329
By number of commits,NotFound,16,/pkg/kubelet/dockertools,10,6.329
