Order,Company,Index,File/Directory,Number,Percent
By changed lines,eBay,9,/Godeps/_workspace/src/github.com/rackspace/gophercloud/openstack/compute/v2/extensions/networks,534,9.904
All By changed lines,CERN,10,"",3247,0.383
By changed lines,CERN,10,/pkg,1635,50.354
By changed lines,CERN,10,/pkg/api,1345,41.423
By changed lines,CERN,10,/pkg/api/v1/types.go,1341,41.3
By changed lines,CERN,10,/api/swagger-spec/v1.json,817,25.162
By changed lines,CERN,10,/Godeps,419,12.904
By changed lines,CERN,10,/Godeps/_workspace/src/github.com/emicklei/go-restful,417,12.843
By changed lines,CERN,10,/Godeps/_workspace/src/github.com/emicklei/go-restful/swagger,370,11.395
By changed lines,CERN,10,/pkg/runtime,271,8.346
All By changed lines,Amazon,11,"",2936,0.346
By changed lines,Amazon,11,/pkg,1861,63.386
By changed lines,Amazon,11,/pkg/util/jsonpath,1637,55.756
By changed lines,Amazon,11,/third_party/golang/template,693,23.604
By changed lines,Amazon,11,/third_party/golang/template/funcs.go,599,20.402
By changed lines,Amazon,11,/pkg/util/jsonpath/jsonpath.go,552,18.801
By changed lines,Amazon,11,/pkg/util/jsonpath/parser.go,420,14.305
By changed lines,Amazon,11,/docs,337,11.478
By changed lines,Amazon,11,/pkg/util/jsonpath/jsonpath_test.go,278,9.469
By changed lines,Amazon,11,/docs/user-guide,272,9.264
By changed lines,Amazon,11,/pkg/util/jsonpath/node.go,239,8.14
By changed lines,Amazon,11,/pkg/kubectl,224,7.629
By changed lines,Amazon,11,/docs/user-guide/kubectl,162,5.518
All By changed lines,Amadeus,12,"",2388,0.281
By changed lines,Amadeus,12,/pkg,1811,75.838
By changed lines,Amadeus,12,/pkg/volume/downwardapi,1028,43.049
By changed lines,Amadeus,12,/pkg/volume/downwardapi/downwardapi_test.go,655,27.429
By changed lines,Amadeus,12,/pkg/volume/downwardapi/downwardapi.go,373,15.62
By changed lines,Amadeus,12,/pkg/api,317,13.275
By changed lines,Amadeus,12,/docs,298,12.479
By changed lines,Amadeus,12,/docs/user-guide,267,11.181
By changed lines,Amadeus,12,/pkg/kubectl,241,10.092
By changed lines,Amadeus,12,/pkg/kubectl/stop_test.go,233,9.757
By changed lines,Amadeus,12,/pkg/expapi,146,6.114
By changed lines,Amadeus,12,/docs/user-guide/downward-api/volume,135,5.653
By changed lines,Amadeus,12,/pkg/api/validation,131,5.486
By changed lines,Amadeus,12,/pkg/api/v1,126,5.276
All By changed lines,Docker,13,"",1455,0.171
By changed lines,Docker,13,/docs,798,54.845
By changed lines,Docker,13,/docs/getting-started-guides,622,42.749
By changed lines,Docker,13,/docs/getting-started-guides/docker-multinode,497,34.158
By changed lines,Docker,13,/cluster,392,26.942
By changed lines,Docker,13,/cluster/ubuntu,382,26.254
By changed lines,Docker,13,/docs/getting-started-guides/docker-multinode/worker.sh,245,16.838
By changed lines,Docker,13,/docs/getting-started-guides/docker-multinode/master.sh,244,16.77
By changed lines,Docker,13,/cluster/ubuntu/util.sh,178,12.234
By changed lines,Docker,13,/cluster/ubuntu/minion,142,9.759
By changed lines,Docker,13,/docs/admin,131,9.003
By changed lines,Docker,13,/docs/admin/garbage-collection.md,109,7.491
By changed lines,Docker,13,/pkg/kubelet/dockertools,101,6.942
By changed lines,Docker,13,/cluster/ubuntu/minion/init_scripts,101,6.942
By changed lines,Docker,13,/pkg/kubelet,101,6.942
All By changed lines,Slack,14,"",1409,0.166
By changed lines,Slack,14,/pkg,1316,93.4
By changed lines,Slack,14,/pkg/proxy,1120,79.489
By changed lines,Slack,14,/pkg/proxy/iptables,770,54.649
By changed lines,Slack,14,/pkg/proxy/iptables/proxier.go,646,45.848
By changed lines,Slack,14,/pkg/proxy/userspace,231,16.395
By changed lines,Slack,14,/pkg/util/iptables,196,13.911
By changed lines,Slack,14,/pkg/util/iptables/iptables.go,192,13.627
By changed lines,Slack,14,/pkg/proxy/iptables/proxier_test.go,124,8.801
By changed lines,Slack,14,/cmd/kube-proxy/app/server.go,88,6.246
By changed lines,Slack,14,/pkg/proxy/userspace/proxier.go,86,6.104
By changed lines,Slack,14,/pkg/proxy/userspace/proxier_test.go,47,3.336
All By changed lines,Tyk,15,"",1136,0.134
By changed lines,Tyk,15,/pkg,908,79.93
By changed lines,Tyk,15,/pkg/api,293,25.792
By changed lines,Tyk,15,/pkg/kubelet,290,25.528
By changed lines,Tyk,15,/pkg/kubelet/server.go,216,19.014
By changed lines,Tyk,15,/pkg/api/unversioned,202,17.782
By changed lines,Tyk,15,/docs,189,16.637
By changed lines,Tyk,15,/docs/proposals,184,16.197
By changed lines,Tyk,15,/docs/proposals/compute-resource-metrics-api.md,178,15.669
By changed lines,Tyk,15,/pkg/api/unversioned/duration_test.go,153,13.468
By changed lines,Tyk,15,/pkg/controller,74,6.514
By changed lines,Tyk,15,/pkg/kubectl,56,4.93
By changed lines,Tyk,15,/pkg/apis/experimental,52,4.577
By changed lines,Tyk,15,/pkg/probe,50,4.401
By changed lines,Tyk,15,/pkg/controller/node,49,4.313
All By changed lines,NotFound,16,"",775,0.091
By changed lines,NotFound,16,/pkg,721,93.032
By changed lines,NotFound,16,/pkg/util,279,36.0
By changed lines,NotFound,16,/pkg/kubelet,237,30.581
By changed lines,NotFound,16,/pkg/kubelet/dockertools,215,27.742
By changed lines,NotFound,16,/pkg/kubelet/dockertools/manager_test.go,139,17.935
By changed lines,NotFound,16,/pkg/util/backoff_test.go,125,16.129
By changed lines,NotFound,16,/pkg/util/backoff.go,111,14.323
By changed lines,NotFound,16,/pkg/kubectl,89,11.484
By changed lines,NotFound,16,/pkg/credentialprovider,84,10.839
By changed lines,NotFound,16,/pkg/kubelet/dockertools/manager.go,58,7.484
By changed lines,NotFound,16,/pkg/kubectl/describe.go,56,7.226
By changed lines,NotFound,16,/docs,51,6.581
By changed lines,NotFound,16,/docs/user-guide,48,6.194
By changed lines,NotFound,16,/pkg/credentialprovider/config.go,47,6.065
By changed lines,NotFound,16,/pkg/util/clock_test.go,38,4.903
All By number of commits,All,0,"",15275,100.0
All By number of commits,Google,1,"",8459,55.378
By number of commits,Google,1,/pkg,3207,37.912
By number of commits,Google,1,/docs,2336,27.616
By number of commits,Google,1,/docs/user-guide,875,10.344
By number of commits,Google,1,/pkg/registry,565,6.679
By number of commits,Google,1,/test,536,6.336
By number of commits,Google,1,/Godeps,505,5.97
By number of commits,Google,1,/pkg/client,504,5.958
By number of commits,Google,1,/Godeps/_workspace/src,488,5.769
By number of commits,Google,1,/contrib,462,5.462
By number of commits,Google,1,/Godeps/_workspace/src/github.com,448,5.296
By number of commits,Google,1,/examples,395,4.67
By number of commits,Google,1,/pkg/kubectl,383,4.528
By number of commits,Google,1,/docs/getting-started-guides,381,4.504
By number of commits,Google,1,/test/e2e,362,4.279
All By number of commits,Red Hat,2,"",2607,17.067
By number of commits,Red Hat,2,/pkg,920,35.29
By number of commits,Red Hat,2,/Godeps,478,18.335
By number of commits,Red Hat,2,/Godeps/_workspace/src,452,17.338
By number of commits,Red Hat,2,/Godeps/_workspace/src/github.com,386,14.806
By number of commits,Red Hat,2,/docs,364,13.962
By number of commits,Red Hat,2,/contrib,288,11.047
By number of commits,Red Hat,2,/Godeps/_workspace/src/github.com/fsouza/go-dockerclient,203,7.787
By number of commits,Red Hat,2,/docs/user-guide,165,6.329
By number of commits,Red Hat,2,/pkg/volume,161,6.176
By number of commits,Red Hat,2,/Godeps/_workspace/src/github.com/fsouza/go-dockerclient/external/github.com,155,5.946
By number of commits,Red Hat,2,/contrib/mesos,150,5.754
By number of commits,Red Hat,2,/pkg/api,140,5.37
All By number of commits,Kismatic,3,"",921,6.029
By number of commits,Kismatic,3,/third_party/ui/bower_components,724,78.61
By number of commits,Kismatic,3,/third_party/ui/bower_components/angular-material,302,32.79
By number of commits,Kismatic,3,/third_party/ui/bower_components/angular-material/modules,277,30.076
By number of commits,Kismatic,3,/www,191,20.738
By number of commits,Kismatic,3,/third_party/ui/bower_components/angular-material/modules/js,188,20.413
By number of commits,Kismatic,3,/third_party/ui/bower_components/modernizr,162,17.59
By number of commits,Kismatic,3,/www/master,139,15.092
By number of commits,Kismatic,3,/third_party/ui/bower_components/modernizr/feature-detects,103,11.183
By number of commits,Kismatic,3,/third_party/ui/bower_components/jquery,90,9.772
By number of commits,Kismatic,3,/third_party/ui/bower_components/angular-material/modules/closure,88,9.555
By number of commits,Kismatic,3,/third_party/ui/bower_components/jquery/src,84,9.121
By number of commits,Kismatic,3,/www/master/components,71,7.709
By number of commits,Kismatic,3,/www/master/components/dashboard,70,7.6
All By number of commits,Microsoft,4,"",764,5.002
By number of commits,Microsoft,4,/docs,361,47.251
By number of commits,Microsoft,4,/pkg,241,31.545
By number of commits,Microsoft,4,/docs/user-guide,165,21.597
By number of commits,Microsoft,4,/docs/user-guide/kubectl,95,12.435
By number of commits,Microsoft,4,/pkg/kubectl,66,8.639
By number of commits,Microsoft,4,/docs/getting-started-guides,51,6.675
By number of commits,Microsoft,4,/examples,48,6.283
By number of commits,Microsoft,4,/pkg/api,41,5.366
By number of commits,Microsoft,4,/Godeps,40,5.236
By number of commits,Microsoft,4,/Godeps/_workspace/src,37,4.843
By number of commits,Microsoft,4,/docs/admin,37,4.843
By number of commits,Microsoft,4,/Godeps/_workspace/src/github.com,37,4.843
By number of commits,Microsoft,4,/pkg/kubectl/cmd,33,4.319
By number of commits,Microsoft,4,/pkg/registry,32,4.188
All By number of commits,Huawei,5,"",523,3.424
By number of commits,Huawei,5,/pkg,235,44.933
By number of commits,Huawei,5,/docs,174,33.27
By number of commits,Huawei,5,/pkg/kubectl,119,22.753
By number of commits,Huawei,5,/pkg/kubectl/cmd,87,16.635
By number of commits,Huawei,5,/docs/user-guide,72,13.767
By number of commits,Huawei,5,/cluster,60,11.472
By number of commits,Huawei,5,/docs/user-guide/kubectl,56,10.707
By number of commits,Huawei,5,/docs/man/man1,40,7.648
By number of commits,Huawei,5,/cluster/centos,35,6.692
By number of commits,Huawei,5,/pkg/api,26,4.971
By number of commits,Huawei,5,/docs/getting-started-guides,25,4.78
By number of commits,Huawei,5,/pkg/kubelet,23,4.398
By number of commits,Huawei,5,/plugin/pkg,19,3.633
All By number of commits,Mesosphere,6,"",194,1.27
By number of commits,Mesosphere,6,/Godeps,78,40.206
By number of commits,Mesosphere,6,/Godeps/_workspace/src/github.com,77,39.691
By number of commits,Mesosphere,6,/cluster,55,28.351
By number of commits,Mesosphere,6,/cluster/mesos/docker,45,23.196
By number of commits,Mesosphere,6,/Godeps/_workspace/src/github.com/mesos/mesos-go,41,21.134
By number of commits,Mesosphere,6,/contrib/mesos/pkg,38,19.588
By number of commits,Mesosphere,6,/Godeps/_workspace/src/github.com/gogo/protobuf/proto,30,15.464
All By number of commits,Self,7,"",183,1.198
By number of commits,Self,7,/pkg,90,49.18
By number of commits,Self,7,/cluster,26,14.208
By number of commits,Self,7,/examples,23,12.568
By number of commits,Self,7,/pkg/api,20,10.929
By number of commits,Self,7,/pkg/kubelet,19,10.383
By number of commits,Self,7,/docs,19,10.383
By number of commits,Self,7,/examples/elasticsearch,19,10.383
By number of commits,Self,7,/pkg/util,13,7.104
By number of commits,Self,7,/cluster/ubuntu,12,6.557
By number of commits,Self,7,/pkg/controller,12,6.557
By number of commits,Self,7,/docs/getting-started-guides,11,6.011
By number of commits,Self,7,/pkg/client,11,6.011
By number of commits,Self,7,/cmd,9,4.918
By number of commits,Self,7,/pkg/api/v1,8,4.372
By number of commits,Self,7,/cluster/gce/coreos,8,4.372
All By number of commits,CoreOS,8,"",178,1.165
By number of commits,CoreOS,8,/Godeps,119,66.854
By number of commits,CoreOS,8,/Godeps/_workspace/src/github.com,117,65.73
By number of commits,CoreOS,8,/Godeps/_workspace/src/github.com/coreos,62,34.831
By number of commits,CoreOS,8,/Godeps/_workspace/src/github.com/appc/spec/schema,48,26.966
By number of commits,CoreOS,8,/Godeps/_workspace/src/github.com/coreos/go-oidc,46,25.843
By number of commits,CoreOS,8,/pkg,41,23.034
By number of commits,CoreOS,8,/Godeps/_workspace/src/github.com/appc/spec/schema/types,41,23.034
By number of commits,CoreOS,8,/pkg/kubelet,37,20.787
By number of commits,CoreOS,8,/pkg/kubelet/rkt,17,9.551
By number of commits,CoreOS,8,/Godeps/_workspace/src/github.com/coreos/pkg,16,8.989
By number of commits,CoreOS,8,/Godeps/_workspace/src/github.com/coreos/go-oidc/oidc,14,7.865
All By number of commits,eBay,9,"",149,0.975
By number of commits,eBay,9,/Godeps,88,59.06
By number of commits,eBay,9,/Godeps/_workspace/src/github.com/rackspace/gophercloud,87,58.389
By number of commits,eBay,9,/Godeps/_workspace/src/github.com/rackspace/gophercloud/openstack,56,37.584
By number of commits,eBay,9,/pkg,44,29.53
By number of commits,eBay,9,/Godeps/_workspace/src/github.com/rackspace/gophercloud/rackspace,21,14.094
By number of commits,eBay,9,/Godeps/_workspace/src/github.com/rackspace/gophercloud/openstack/compute/v2,20,13.423
By number of commits,eBay,9,/pkg/api,16,10.738
By number of commits,eBay,9,/Godeps/_workspace/src/github.com/rackspace/gophercloud/openstack/compute/v2/extensions,16,10.738
By number of commits,eBay,9,/pkg/volume,14,9.396
By number of commits,eBay,9,/Godeps/_workspace/src/github.com/rackspace/gophercloud/openstack/networking/v2,10,6.711
All By number of commits,DrEd Online Doctor,10,"",116,0.759
By number of commits,DrEd Online Doctor,10,/pkg,57,49.138
By number of commits,DrEd Online Doctor,10,/cluster,15,12.931
By number of commits,DrEd Online Doctor,10,/docs,13,11.207
By number of commits,DrEd Online Doctor,10,/contrib,11,9.483
By number of commits,DrEd Online Doctor,10,/pkg/client,10,8.621
By number of commits,DrEd Online Doctor,10,/pkg/kubelet,9,7.759
By number of commits,DrEd Online Doctor,10,/test/e2e,7,6.034
By number of commits,DrEd Online Doctor,10,/pkg/api,6,5.172
By number of commits,DrEd Online Doctor,10,/pkg/kubectl,5,4.31
By number of commits,DrEd Online Doctor,10,/pkg/controller,5,4.31
By number of commits,DrEd Online Doctor,10,/pkg/util,4,3.448
By number of commits,DrEd Online Doctor,10,/cluster/juju,4,3.448
By number of commits,DrEd Online Doctor,10,/pkg/kubectl/cmd,4,3.448
By number of commits,DrEd Online Doctor,10,/pkg/client/cache,4,3.448
All By number of commits,Square,11,"",109,0.714
By number of commits,Square,11,/pkg,84,77.064
By number of commits,Square,11,/pkg/controller,13,11.927
By number of commits,Square,11,/pkg/client/unversioned,12,11.009
By number of commits,Square,11,/pkg/kubectl,10,9.174
By number of commits,Square,11,/test,9,8.257
By number of commits,Square,11,/pkg/kubelet,9,8.257
By number of commits,Square,11,/pkg/util,8,7.339
By number of commits,Square,11,/pkg/api,8,7.339
By number of commits,Square,11,/pkg/client/unversioned/cache,7,6.422
By number of commits,Square,11,/plugin/pkg,7,6.422
By number of commits,Square,11,/test/e2e,7,6.422
By number of commits,Square,11,/plugin/pkg/scheduler,5,4.587
By number of commits,Square,11,/contrib/mesos,5,4.587
All By number of commits,Tyk,12,"",94,0.615
By number of commits,Tyk,12,/pkg,77,81.915
By number of commits,Tyk,12,/pkg/api,16,17.021
By number of commits,Tyk,12,/pkg/kubelet,12,12.766
By number of commits,Tyk,12,/pkg/controller,9,9.574
By number of commits,Tyk,12,/docs,7,7.447
By number of commits,Tyk,12,/pkg/client,7,7.447
By number of commits,Tyk,12,/pkg/kubectl,6,6.383
By number of commits,Tyk,12,/pkg/registry,6,6.383
By number of commits,Tyk,12,/pkg/util,5,5.319
By number of commits,Tyk,12,/docs/proposals,4,4.255
By number of commits,Tyk,12,/pkg/api/unversioned,4,4.255
By number of commits,Tyk,12,/pkg/client/record,4,4.255
By number of commits,Tyk,12,/test,4,4.255
By number of commits,Tyk,12,/pkg/apis/experimental,4,4.255
All By number of commits,Docker,13,"",91,0.596
By number of commits,Docker,13,/docs,33,36.264
By number of commits,Docker,13,/docs/getting-started-guides,25,27.473
By number of commits,Docker,13,/cluster,22,24.176
By number of commits,Docker,13,/cluster/ubuntu,21,23.077
By number of commits,Docker,13,/contrib/ansible,20,21.978
By number of commits,Docker,13,/contrib/ansible/roles,19,20.879
By number of commits,Docker,13,/docs/getting-started-guides/docker-multinode,17,18.681
By number of commits,Docker,13,/docs/getting-started-guides/docker-multinode/master.sh,7,7.692
By number of commits,Docker,13,/docs/getting-started-guides/docker-multinode/worker.sh,7,7.692
By number of commits,Docker,13,/cluster/ubuntu/util.sh,7,7.692
By number of commits,Docker,13,/contrib/ansible/roles/master,7,7.692
By number of commits,Docker,13,/test,6,6.593
By number of commits,Docker,13,/cluster/ubuntu/minion,6,6.593
By number of commits,Docker,13,/contrib/ansible/roles/node,4,4.396
All By number of commits,Petback,14,"",84,0.55
By number of commits,Petback,14,/docs,65,77.381
By number of commits,Petback,14,/docs/getting-started-guides,17,20.238
By number of commits,Petback,14,/docs/user-guide,10,11.905
By number of commits,Petback,14,/examples,7,8.333
By number of commits,Petback,14,/docs/proposals,7,8.333
By number of commits,Petback,14,/cluster,6,7.143
By number of commits,Petback,14,/docs/admin,6,7.143
By number of commits,Petback,14,/docs/devel,5,5.952
By number of commits,Petback,14,/contrib,5,5.952
By number of commits,Petback,14,/docs/design,4,4.762
By number of commits,Petback,14,/cluster/addons,3,3.571
By number of commits,Petback,14,/docs/getting-started-guides/scratch.md,3,3.571
By number of commits,Petback,14,/docs/volumes.md,2,2.381
By number of commits,Petback,14,/cluster/addons/dns,2,2.381
By number of commits,Petback,14,/docs/replication-controller.md,2,2.381
All By number of commits,Amazon,15,"",82,0.537
By number of commits,Amazon,15,/docs,46,56.098
By number of commits,Amazon,15,/docs/user-guide,26,31.707
By number of commits,Amazon,15,/pkg,22,26.829
By number of commits,Amazon,15,/docs/user-guide/kubectl,21,25.61
By number of commits,Amazon,15,/docs/man/man1,20,24.39
By number of commits,Amazon,15,/pkg/util/jsonpath,12,14.634
By number of commits,Amazon,15,/pkg/kubectl,10,12.195
By number of commits,Amazon,15,/pkg/kubectl/cmd,6,7.317
By number of commits,Amazon,15,/pkg/util/jsonpath/jsonpath_test.go,5,6.098
By number of commits,Amazon,15,/cluster,5,6.098
By number of commits,Amazon,15,/hack,4,4.878
By number of commits,Amazon,15,/pkg/kubectl/cmd/util,3,3.659
By number of commits,Amazon,15,/third_party,3,3.659
All By number of commits,NotFound,16,"",32,0.209
By number of commits,NotFound,16,/pkg,24,75.0
By number of commits,NotFound,16,/pkg/kubelet,10,31.25
By number of commits,NotFound,16,/docs,7,21.875
By number of commits,NotFound,16,/docs/user-guide,6,18.75
By number of commits,NotFound,16,/pkg/kubelet/dockertools,5,15.625
By number of commits,NotFound,16,/pkg/util,4,12.5
By number of commits,NotFound,16,/pkg/kubectl,4,12.5
By number of commits,NotFound,16,/pkg/credentialprovider,3,9.375
By number of commits,NotFound,16,/pkg/kubelet/dockertools/docker_test.go,2,6.25
By number of commits,NotFound,16,/pkg/kubectl/describe_test.go,2,6.25
By number of commits,NotFound,16,/pkg/kubectl/describe.go,2,6.25
By number of commits,NotFound,16,/pkg/kubelet/container,2,6.25
By number of commits,NotFound,16,/docs/user-guide/connecting-applications.md,2,6.25
By number of commits,NotFound,16,/docs/user-guide/pod-states.md,1,3.125
By number of commits,NotFound,16,/pkg/kubelet/rkt,1,3.125
