Order,Company,Index,File/Directory,Number,Percent,PercentAll
By number of commits to file,Rackspace,11,hack/testdata/recursive,12,12.766,0.085
By number of commits to file,Rackspace,11,pkg/kubectl/cmd/rollout,8,8.511,0.057
By number of commits to file,Rackspace,11,hack/test-cmd.sh,5,5.319,0.035
By number of commits to file,Rackspace,11,pkg/kubectl/cmd/get.go,4,4.255,0.028
By number of commits to file,Rackspace,11,hack/testdata/recursive/deployment,3,3.191,0.021
By number of commits to file,Rackspace,11,hack/testdata/recursive/pod,3,3.191,0.021
By number of commits to file,Rackspace,11,pkg/kubectl/resource,3,3.191,0.021
By number of commits to file,Rackspace,11,hack/testdata/recursive/rc,3,3.191,0.021
By number of commits to file,Rackspace,11,hack/testdata/recursive/pod-modify,3,3.191,0.021
By number of commits to file,Rackspace,11,pkg/kubectl/cmd/rollout/rollout_resume.go,2,2.128,0.014
By number of commits to file,Rackspace,11,pkg/kubectl/resource/builder.go,2,2.128,0.014
By number of commits to file,Rackspace,11,pkg/kubectl/cmd/patch.go,2,2.128,0.014
By number of commits to file,Rackspace,11,pkg/kubectl/cmd/scale.go,2,2.128,0.014
By number of commits to file,Rackspace,11,pkg/kubectl/cmd/convert.go,2,2.128,0.014
By number of commits to file,Rackspace,11,pkg/kubectl/cmd/expose.go,2,2.128,0.014
All By number of commits to file,Canonical,12,"",93,0.658,0.658
By number of commits to file,Canonical,12,cluster,91,97.849,0.644
By number of commits to file,Canonical,12,cluster/juju,90,96.774,0.637
By number of commits to file,Canonical,12,cluster/juju/charms/trusty,53,56.989,0.375
By number of commits to file,Canonical,12,cluster/juju/layers/kubernetes,30,32.258,0.212
By number of commits to file,Canonical,12,cluster/juju/charms/trusty/kubernetes-master,28,30.108,0.198
By number of commits to file,Canonical,12,cluster/juju/charms/trusty/kubernetes,24,25.806,0.17
By number of commits to file,Canonical,12,cluster/juju/layers/kubernetes/files/guestbook-example,12,12.903,0.085
By number of commits to file,Canonical,12,cluster/juju/charms/trusty/kubernetes-master/hooks,10,10.753,0.071
By number of commits to file,Canonical,12,cluster/juju/charms/trusty/kubernetes/hooks,9,9.677,0.064
By number of commits to file,Canonical,12,cluster/juju/layers/kubernetes/templates,5,5.376,0.035
By number of commits to file,Canonical,12,cluster/juju/charms/trusty/kubernetes-master/files,5,5.376,0.035
By number of commits to file,Canonical,12,cluster/juju/charms/trusty/kubernetes/files,3,3.226,0.021
By number of commits to file,Canonical,12,cluster/juju/layers/kubernetes/actions/guestbook-example,3,3.226,0.021
By number of commits to file,Canonical,12,cluster/juju/layers/kubernetes/README.md,3,3.226,0.021
By number of commits to file,Canonical,12,cluster/juju/layers/kubernetes/files/guestbook-example/redis-master-controller.yaml,2,2.151,0.014
By number of commits to file,Canonical,12,cluster/juju/identify-leaders.py,2,2.151,0.014
By number of commits to file,Canonical,12,cluster/juju/charms/trusty/kubernetes/unit_tests,2,2.151,0.014
By number of commits to file,Canonical,12,cluster/juju/layers/kubernetes/templates/skydns-rc.yml,2,2.151,0.014
By number of commits to file,Canonical,12,cluster/juju/layers/kubernetes/reactive/k8s.py,2,2.151,0.014
By number of commits to file,Canonical,12,cluster/juju/bundles/local.yaml,2,2.151,0.014
By number of commits to file,Canonical,12,cluster/juju/charms/trusty/kubernetes-master/unit_tests,2,2.151,0.014
All By number of commits to file,Caicloud,13,"",78,0.552,0.552
By number of commits to file,Caicloud,13,pkg,54,69.231,0.382
By number of commits to file,Caicloud,13,pkg/controller,41,52.564,0.29
By number of commits to file,Caicloud,13,pkg/controller/node,14,17.949,0.099
By number of commits to file,Caicloud,13,cmd,10,12.821,0.071
By number of commits to file,Caicloud,13,pkg/client/cache,7,8.974,0.05
By number of commits to file,Caicloud,13,cmd/kube-controller-manager/app,6,7.692,0.042
By number of commits to file,Caicloud,13,cluster,6,7.692,0.042
By number of commits to file,Caicloud,13,pkg/controller/node/nodecontroller.go,5,6.41,0.035
By number of commits to file,Caicloud,13,cmd/integration/integration.go,4,5.128,0.028
By number of commits to file,Caicloud,13,pkg/controller/framework,4,5.128,0.028
By number of commits to file,Caicloud,13,pkg/controller/replication,4,5.128,0.028
By number of commits to file,Caicloud,13,cmd/integration,4,5.128,0.028
By number of commits to file,Caicloud,13,cmd/kube-controller-manager/app/controllermanager.go,4,5.128,0.028
By number of commits to file,Caicloud,13,contrib,3,3.846,0.021
By number of commits to file,Caicloud,13,pkg/controller/node/cidr_allocator.go,3,3.846,0.021
By number of commits to file,Caicloud,13,pkg/controller/gc,3,3.846,0.021
By number of commits to file,Caicloud,13,pkg/registry,3,3.846,0.021
By number of commits to file,Caicloud,13,pkg/apis,3,3.846,0.021
By number of commits to file,Caicloud,13,pkg/controller/node/nodecontroller_test.go,3,3.846,0.021
By number of commits to file,Caicloud,13,pkg/controller/node/cidr_allocator_test.go,3,3.846,0.021
By number of commits to file,Caicloud,13,pkg/apis/componentconfig,3,3.846,0.021
By number of commits to file,Caicloud,13,pkg/controller/job,3,3.846,0.021
By number of commits to file,Caicloud,13,contrib/mesos/pkg,3,3.846,0.021
All By number of commits to file,FathomDB,14,"",76,0.538,0.538
By number of commits to file,FathomDB,14,pkg,34,44.737,0.241
By number of commits to file,FathomDB,14,cluster,32,42.105,0.226
By number of commits to file,FathomDB,14,cluster/aws,21,27.632,0.149
By number of commits to file,FathomDB,14,pkg/cloudprovider/providers,16,21.053,0.113
By number of commits to file,FathomDB,14,pkg/volume,15,19.737,0.106
By number of commits to file,FathomDB,14,pkg/cloudprovider/providers/aws,13,17.105,0.092
By number of commits to file,FathomDB,14,pkg/cloudprovider/providers/aws/aws.go,12,15.789,0.085
By number of commits to file,FathomDB,14,cluster/aws/util.sh,8,10.526,0.057
By number of commits to file,FathomDB,14,pkg/volume/gce_pd,6,7.895,0.042
By number of commits to file,FathomDB,14,pkg/volume/aws_ebs,5,6.579,0.035
By number of commits to file,FathomDB,14,cluster/saltbase/salt,4,5.263,0.028
By number of commits to file,FathomDB,14,test,3,3.947,0.021
By number of commits to file,FathomDB,14,cluster/aws/jessie/util.sh,3,3.947,0.021
By number of commits to file,FathomDB,14,pkg/cloudprovider/providers/gce,3,3.947,0.021
By number of commits to file,FathomDB,14,cluster/aws/jessie,3,3.947,0.021
By number of commits to file,FathomDB,14,pkg/cloudprovider/providers/gce/gce.go,3,3.947,0.021
By number of commits to file,FathomDB,14,cluster/aws/templates,3,3.947,0.021
By number of commits to file,FathomDB,14,pkg/volume/aws_ebs/aws_util.go,3,3.947,0.021
By number of commits to file,FathomDB,14,test/e2e,3,3.947,0.021
By number of commits to file,FathomDB,14,pkg/volume/gce_pd/gce_util.go,3,3.947,0.021
By number of commits to file,FathomDB,14,cmd/kube-controller-manager/app,2,2.632,0.014
By number of commits to file,FathomDB,14,hack,2,2.632,0.014
By number of commits to file,FathomDB,14,cmd,2,2.632,0.014
All By number of commits to file,Net EASE 网易有态度,15,"",62,0.439,0.439
By number of commits to file,Net EASE 网易有态度,15,pkg,42,67.742,0.297
By number of commits to file,Net EASE 网易有态度,15,pkg/kubectl,23,37.097,0.163
By number of commits to file,Net EASE 网易有态度,15,pkg/kubectl/cmd,14,22.581,0.099
By number of commits to file,Net EASE 网易有态度,15,docs,12,19.355,0.085
By number of commits to file,Net EASE 网易有态度,15,docs/user-guide/kubectl,5,8.065,0.035
By number of commits to file,Net EASE 网易有态度,15,cmd,5,8.065,0.035
By number of commits to file,Net EASE 网易有态度,15,docs/user-guide,5,8.065,0.035
By number of commits to file,Net EASE 网易有态度,15,pkg/proxy/userspace,4,6.452,0.028
By number of commits to file,Net EASE 网易有态度,15,pkg/storage,4,6.452,0.028
By number of commits to file,Net EASE 网易有态度,15,pkg/genericapiserver,4,6.452,0.028
By number of commits to file,Net EASE 网易有态度,15,pkg/proxy,4,6.452,0.028
By number of commits to file,Net EASE 网易有态度,15,pkg/storage/etcd,4,6.452,0.028
By number of commits to file,Net EASE 网易有态度,15,pkg/kubectl/cmd/cmd_test.go,3,4.839,0.021
By number of commits to file,Net EASE 网易有态度,15,cmd/kube-apiserver/app,3,4.839,0.021
By number of commits to file,Net EASE 网易有态度,15,docs/user-guide/kubectl/kubectl_expose.md,3,4.839,0.021
By number of commits to file,Net EASE 网易有态度,15,pkg/kubectl/resource_printer.go,3,4.839,0.021
By number of commits to file,Net EASE 网易有态度,15,docs/man/man1,3,4.839,0.021
By number of commits to file,Net EASE 网易有态度,15,pkg/genericapiserver/genericapiserver.go,3,4.839,0.021
By number of commits to file,Net EASE 网易有态度,15,pkg/kubectl/cmd/expose.go,3,4.839,0.021
By number of commits to file,Net EASE 网易有态度,15,pkg/storage/etcd/testing,2,3.226,0.014
By number of commits to file,Net EASE 网易有态度,15,pkg/kubectl/cmd/util,2,3.226,0.014
By number of commits to file,Net EASE 网易有态度,15,docs/man/man1/kubectl-expose.1,2,3.226,0.014
By number of commits to file,Net EASE 网易有态度,15,cmd/kubelet,2,3.226,0.014
All By number of commits to file,Self,16,"",39,0.276,0.276
By number of commits to file,Self,16,test,21,53.846,0.149
By number of commits to file,Self,16,test/e2e,16,41.026,0.113
By number of commits to file,Self,16,pkg,6,15.385,0.042
By number of commits to file,Self,16,build/pause,4,10.256,0.028
By number of commits to file,Self,16,test/integration,4,10.256,0.028
By number of commits to file,Self,16,hack,3,7.692,0.021
By number of commits to file,Self,16,pkg/kubelet,3,7.692,0.021
By number of commits to file,Self,16,pkg/client/unversioned/clientcmd,2,5.128,0.014
By number of commits to file,Self,16,cluster,2,5.128,0.014
By number of commits to file,Self,16,pkg/client/unversioned,2,5.128,0.014
By number of commits to file,Self,16,pkg/kubelet/rkt/rkt.go,2,5.128,0.014
By number of commits to file,Self,16,pkg/client,2,5.128,0.014
By number of commits to file,Self,16,build/pause/.gitignore,1,2.564,0.007
By number of commits to file,Self,16,test/e2e/nodeoutofdisk.go,1,2.564,0.007
By number of commits to file,Self,16,test/e2e/limit_range.go,1,2.564,0.007
By number of commits to file,Self,16,test/e2e/resource_quota.go,1,2.564,0.007
By number of commits to file,Self,16,test/e2e/service_latency.go,1,2.564,0.007
By number of commits to file,Self,16,test/e2e/mesos.go,1,2.564,0.007
By number of commits to file,Self,16,build/pause/pause.c,1,2.564,0.007
By number of commits to file,Self,16,test/e2e/etcd_failure.go,1,2.564,0.007
By number of commits to file,Self,16,test/e2e/kubelet.go,1,2.564,0.007
By number of commits to file,Self,16,test/e2e/ubernetes_lite.go,1,2.564,0.007
All By number of commits to file,NotFound,17,"",3,0.021,0.021
By number of commits to file,NotFound,17,cluster/images/hyperkube/Dockerfile,2,66.667,0.014
By number of commits to file,NotFound,17,Vagrantfile,1,33.333,0.007
