Order,Company,Index,File/Directory,Number,Percent
By number of commits to file,Rook,14,/cluster/images,15,16.304
By number of commits to file,Rook,14,/cluster/images/hyperkube,11,11.957
By number of commits to file,Rook,14,/build,6,6.522
All By number of commits to file,Apache,15,"",88,0.352
By number of commits to file,Apache,15,/examples,28,31.818
By number of commits to file,Apache,15,/pkg,27,30.682
By number of commits to file,Apache,15,/test/e2e,13,14.773
By number of commits to file,Apache,15,/pkg/client,13,14.773
By number of commits to file,Apache,15,/test,13,14.773
By number of commits to file,Apache,15,/examples/high-availability,13,14.773
By number of commits to file,Apache,15,/third_party/golang/go,12,13.636
By number of commits to file,Apache,15,/pkg/client/unversioned,12,13.636
By number of commits to file,Apache,15,/third_party,12,13.636
By number of commits to file,Apache,15,/examples/k8petstore,11,12.5
By number of commits to file,Apache,15,/pkg/util,8,9.091
By number of commits to file,Apache,15,/examples/k8petstore/dev,4,4.545
By number of commits to file,Apache,15,/pkg/master,4,4.545
By number of commits to file,Apache,15,/hack,3,3.409
All By number of commits to file,Self,16,"",61,0.244
By number of commits to file,Self,16,/pkg,26,42.623
By number of commits to file,Self,16,/cluster,14,22.951
By number of commits to file,Self,16,/docs,14,22.951
By number of commits to file,Self,16,/pkg/apis/extensions,10,16.393
By number of commits to file,Self,16,/docs/getting-started-guides,8,13.115
By number of commits to file,Self,16,/pkg/registry/configmap,6,9.836
By number of commits to file,Self,16,/pkg/apis/extensions/v1beta1,5,8.197
By number of commits to file,Self,16,/docs/getting-started-guides/coreos,5,8.197
By number of commits to file,Self,16,/pkg/client/unversioned,4,6.557
By number of commits to file,Self,16,/docs/proposals,4,6.557
By number of commits to file,Self,16,/cluster/saltbase/salt,4,6.557
All By number of commits to file,NotFound,17,"",32,0.128
By number of commits to file,NotFound,17,/pkg,23,71.875
By number of commits to file,NotFound,17,/pkg/kubelet,14,43.75
By number of commits to file,NotFound,17,/pkg/kubelet/dockertools,5,15.625
By number of commits to file,NotFound,17,/cluster,4,12.5
By number of commits to file,NotFound,17,/pkg/kubelet/container,4,12.5
By number of commits to file,NotFound,17,/cluster/addons,3,9.375
By number of commits to file,NotFound,17,/pkg/util,2,6.25
By number of commits to file,NotFound,17,/pkg/controller/node/nodecontroller.go,2,6.25
By number of commits to file,NotFound,17,/test/e2e/pods.go,2,6.25
By number of commits to file,NotFound,17,/pkg/kubelet/kubelet.go,2,6.25
By number of commits to file,NotFound,17,/pkg/controller,2,6.25
By number of commits to file,NotFound,17,/pkg/cloudprovider/providers,2,6.25
By number of commits to file,NotFound,17,/test,2,6.25
By number of commits to file,NotFound,17,/pkg/kubelet/dockertools/manager.go,2,6.25
By number of commits to file,NotFound,17,/test/e2e,2,6.25
